record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error
577,40334458,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,attentional impulsivity,internet gaming disorder,associated_with,unclear,,indirect,0.8,"Changes in temporal variability at the network level occur in participants with IGD, indicating impaired executive inhibitory functions and attention, as well as imbalances between sensory-attention, sensory-emotion, and emotion-motivation functions.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,dynamic connectivity,increased,"The sentence partially supports the claim, but the direction of the association is not clear. The corrected phenotype and feature type match the extracted claim. The corrected direction is 'increased' based on the phrase 'impaired executive inhibitory functions and attention' which implies a negative association, but the exact direction is unclear. The sentence does not name both phenotype and feature directly, so directness_supported is false. The sentence does not mention a group difference without a phenotype-feature association, so overclaiming is false.",
578,29554302,Ventral Striatal D2/3 Receptor Availability Is Associated with Impulsive Choice Behavior As Well As Limbic Corticostriatal Connectivity.,2018,The international journal of neuropsychopharmacology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,D2/3 receptor availability was associated with stronger connectivity between the cingulate cortex and hippocampus of high- vs low-impulsive rats.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a phenotype (impulsivity), a feature type (functional connectivity), and a relationship (associated with). The direction is unclear, but the extracted direction captures this. The directness is indirect, but the sentence does not need revision in this regard.",
579,26802508,A failure of suppression within the default mode network in depressed adolescents with compulsive internet game play.,2016,Journal of affective disorders,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,depression,associated_with,higher,failure to suppress,direct,0.8,"In cohorts of individuals with a history of compulsive internet game play, individuals with depression showed failure to suppress default mode network activity during an attentionally demanding task, compared to individuals without depression, including comparison groups with and without a history of compulsive video gaming.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,higher,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'attentional impulsivity' is supported, but the feature type 'functional connectivity' is not explicitly mentioned in the sentence. The relationship 'associated_with' is supported, but the direction 'higher' is not directly stated in the sentence. The directness 'direct' is not supported because the sentence does not name both phenotype and feature.",
580,30898336,Age-Normative Pathways of Striatal Connectivity Related to Clinical Symptoms in the General Population.,2019,Biological psychiatry,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Altered striatal development contributes to core deficits in motor and inhibitory control, impulsivity, and inattention associated with attention-deficit/hyperactivity disorder",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but the relationship is not explicitly stated as 'associated_with'. The corrected phenotype, feature type, and direction are provided.",
581,39965782,MRI-based surrogates of brain clearance in narcolepsy type 1.,2025,Journal of sleep research,attentional impulsivity resting-state fMRI,unknown,functional connectivity,unknown,narcolepsy type 1,not associated_with,unclear,,background,0.3,The hypothesis of altered brain clearance in narcolepsy type 1 is not supported by evidence from the current study.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,narcolepsy type 1,altered brain clearance,not associated,"The sentence clearly states that the hypothesis of altered brain clearance in narcolepsy type 1 is not supported, which directly supports the claim of 'not associated_with' relationship between the phenotype 'narcolepsy type 1' and the feature 'altered brain clearance'.",
582,36511133,TTLL11 gene is associated with sustained attention performance and brain networks: A genome-wide association study of a healthy Chinese sample.,2023,"Genes, brain, and behavior",attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,unknown,indirect,0.7,"The imaging genetics study replicated this association and showed that the TTLL11 gene was associated with resting state activity and connectivity of the somatomoter network, and can be predicted by dorsal attention network connectivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,,"The sentence partially supports the claim, but the direction and directness are not clearly stated. The phenotype 'attentional impulsivity' is mentioned in the paper title, and the feature type 'functional connectivity' is also mentioned. However, the relationship is clearly stated as 'associated_with'. The direction is unclear, and the directness is indirect, but the sentence does not name both phenotype and feature, so directness_supported is false. The corrected phenotype and feature type are the same as the extracted claim.",
583,29171429,Age-related connectivity differences between attention deficit and hyperactivity disorder patients and typically developing subjects: a resting-state functional MRI study.,2017,Neural regeneration research,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,Attention deficit and hyperactivity disorder (ADHD),associated_with,unclear,,unclear,0.7,"We explored age-related brain network differences between ADHD patients and typically developing (TD) subjects using resting state fMRI (rs-fMRI) for three age groups of children, adolescents, and adults.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention a phenotype-feature association, making it unsupported for the extracted claim.",
584,32800380,"Estimating the Heritability of Developmental Change in Neural Connectivity, and Its Association With Changing Symptoms of Attention-Deficit/Hyperactivity Disorder.",2021,Biological psychiatry,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Attention-Deficit/Hyperactivity Disorder (ADHD),associated_with,unclear,,indirect,0.7,Change in hyperactivity-impulsivity was associated with heritable change in white matter tracts metrics and change in the connectivity between the ventral attention and cognitive networks.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a relationship between impulsivity and functional connectivity in the context of ADHD.",
585,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,attention deficit hyperactivity disorder (ADHD),associated_with,unclear,,unclear,0.7,"Children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,decreased,"The sentence clearly supports the claim by stating that children with ADHD have lower structural connectivity and network efficiency in the DMN, which is associated with attentional impulsivity. The direction is supported as it implies a decrease in functional connectivity.",
586,30099805,Binge drinking is associated with attenuated frontal and parietal activation during successful response inhibition in fearful context.,2019,The European journal of neuroscience,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,lower,disrupted functional connectivity within brain substrates directing attention,direct,0.8,Higher binge drinking was associated with attenuated frontal and parietal activation during successful response inhibition within a fearful context.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,lower,,
587,34497483,Abnormal Topological Network in Parkinson's Disease With Impulse Control Disorders: A Resting-State Functional Magnetic Resonance Imaging Study.,2021,Frontiers in neuroscience,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Parkinson's disease with impulse control disorders,associated_with,unclear,,unclear,0.7,The brains of Parkinson disease (PD) with impulse control disorders (ICDs) patients have functional disconnection changes.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,unclear,"The sentence partially supports the claim by mentioning a phenotype (impulsivity) and a feature (functional disconnection changes), but the direction and directness are unclear. The corrected phenotype, feature type, and direction are based on the extracted claim.",
588,41572717,Machine Learning-driven ADHD Classification: Exploring Medication Effects with VMD Sub-band Analysis.,2026,Current computer-aided drug design,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,,unclear,0.7,This study aims to classify ADHD subtypes and assess medication effects by converting resting-state fMRI images into one-dimensional (1D) signals and extracting statistical features using Variational Mode Decomposition (VMD).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity, functional connectivity, association, or any direction, making it irrelevant to the extracted claim.",
589,35682491,Digital Addiction and Sleep.,2022,International journal of environmental research and public health,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,"altered GABAergic and glutamatergic neurotransmitter systems, dopamine and serotonin synaptic plasticity",unclear,0.8,"Digital addiction is identified as functionally equivalent to all addictions, characterized by the compulsive, habitual, and uncontrolled use of digital devices and an excessively repeated engagement in a particular online behavior.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention impulsivity or any other phenotype, nor does it mention functional connectivity or any other feature type. It also does not mention a relationship between the phenotype and feature type.",
590,40525051,"The Role of Sleep and the Effects of Sleep Loss on Cognitive, Affective, and Behavioral Processes.",2025,Cureus,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,lower,weakens prefrontal-amygdalacontinuity,direct,0.8,"Sleep deprivation increases amygdala reactivity, weakens prefrontal-amygdalacontinuity, and contributes to emotional dysregulation, impulsivity, and risk-taking behaviors.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,lower,"The sentence partially supports the claim, but the direction and directness need to be revised to match the extracted claim.",
591,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,oxidative stress,unclear,0.7,"Individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,decreased,"The sentence clearly supports the claim by stating that individuals with ADHD have reduced levels of antioxidant enzymes and a diminished total antioxidant status compared to healthy controls, which is consistent with the claim that attentional impulsivity is associated with decreased functional connectivity.",
592,39500949,Exploring the impact of probiotics on adult ADHD management through a double-blind RCT.,2024,Scientific reports,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,ADHD,associated_with,unclear,unknown,unclear,0.6,There was also a negative correlation between FCC and symptoms of attention and impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,negative,"The sentence partially supports the claim, but the direction and directness are unclear. The corrected phenotype, feature type, and direction are provided.",
593,35754775,Intrinsic Functional Connectivity in the Default Mode Network Differentiates the Combined and Inattentive Attention Deficit Hyperactivity Disorder Types.,2022,Frontiers in human neuroscience,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Attention Deficit Hyperactivity Disorder (ADHD),differentiates,unclear,unclear,direct,0.8,ADHD-C were characterized from ADHD-I by reduced network connectivity differences within the DMN.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,decreased,"The sentence partially supports the claim but needs revision or is indirect. The direction is not explicitly stated, but it can be inferred as decreased based on the context. The directness is also not fully supported as the sentence does not name both phenotype and feature.",
594,38123729,Inactivation of hypocretin receptor-2 signaling in dopaminergic neurons induces hyperarousal and enhanced cognition but impaired inhibitory control.,2024,Molecular psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,inactivation,unclear,0.7,"Loss of Hcrtr2, but not Hcrtr1 or Hcrtr1&2, induced a dramatic increase in theta (7-11 Hz) electroencephalographic (EEG) activity... DAHcrtr2-deficient mice displayed maladaptive patterns of reward-seeking, with behavioral indices of enhanced impulsivity and compulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence clearly supports the phenotype (impulsivity), feature type (functional connectivity), relationship (associated_with), direction (increased), and directness (direct).",
595,24576926,Functional connectivity and temporal variability of brain connections in adults with attention deficit/hyperactivity disorder and bipolar disorder.,2014,Neuropsychobiology,attentional impulsivity functional connectivity,unknown,EEG connectivity,impulsivity (general),"ADHD, bipolar disorder",associated_with,unclear,,unclear,0.7,An enhancement of functional connectivity was observed in the ADHD group.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),EEG connectivity,increased,"The sentence does not specify the feature type, but it can be inferred as related to EEG connectivity. The direction is not clear, but it can be inferred as increased based on the word 'enhancement'.",
596,22153589,Abnormal functional connectivity in children with attention-deficit/hyperactivity disorder.,2012,Biological psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,impaired interactions,direct,0.8,Children with ADHD had lower connectivity (short- and long-range) in regions of the dorsal attention (superior parietal cortex) and default-mode (precuneus) networks and in cerebellum and higher connectivity (short-range) in reward-motivation regions (ventral striatum and orbitofrontal cortex) than control subjects.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,decreased,"The sentence clearly supports the claim by stating a direct association between attentional impulsivity and functional connectivity in children with ADHD. The direction of the association is also clear, with decreased connectivity in certain regions and increased connectivity in others.",
597,25936249,The neurobiology of aggression and violence.,2015,CNS spectrums,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.5,"We will examine the neuroanatomy of aggression and violence, focusing on regional volumes, functional studies, and interregional connectivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention a specific phenotype or feature, making it unsupported for the extracted claim.",
598,10570690,What is attention-deficit/hyperactivity disorder?,1999,Pediatric clinics of North America,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,,unclear,0.5,"Neurobiologic studies suggest that the circuitry involving frontal cortical-basal ganglia connections may be structurally or functionally different in individuals with ADHD, although the specificity of these findings has not been researched thoroughly.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not mention attentional impulsivity, which is the phenotype in the extracted claim. It also does not mention a specific feature type, relationship, or direction.",
599,29033857,An Update Overview on Brain Imaging Studies of Internet Gaming Disorder.,2017,Frontiers in psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Internet Gaming Disorder,associated_with,lower,disruption,direct,0.8,"IGD adolescents had disruption in the functional connectivity in areas responsible for learning, memory, and executive function.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,lower,"The sentence does not explicitly state the direction of association, and it does not name both phenotype and feature. The corrected fields are based on the extracted claim.",
600,40840870,Comparison of 5-Day Multidaily Neuronavigated Theta-Burst Sessions With 6-Week Standard Repetitive Transcranial Magnetic Stimulation (the Dutch Depression Outcome Trial): Protocol for a Randomized Controlled Trial.,2025,JMIR research protocols,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),treatment-resistant depression,associated_with,unclear,,unclear,0.3,Personalized targets will be identified in the accelerated intermittent theta-burst stimulation condition based on negative functional coupling between the subgenual anterior cingulate cortex and the dorsolateral prefrontal cortex.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,negative,"The sentence supports the phenotype (impulsivity) and feature type (functional connectivity), but the relationship is already established in the claim. The direction is not supported as it is 'negative' and the claim has 'unclear' direction. The directness is not supported as it does not name both phenotype and feature. The corrected phenotype, feature type, and direction are based on the information in the sentence.",
601,24023940,Elevated functional connectivity in a striatal-amygdala circuit in pathological gamblers.,2013,PloS one,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),pathological gamblers,associated_with,higher,unclear,direct,1.0,We observed reliable increases in functional coupling between striatum and bilateral amygdala in gamblers vs. controls.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the association between impulsivity (general) and functional connectivity, with a higher direction, in the context of pathological gamblers.",
602,24926234,Subcircuit-specific neuromodulation in the prefrontal cortex.,2014,Frontiers in neural circuits,attentional impulsivity functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,neuromodulation,unclear,0.6,"During goal-directed behavior, the prefrontal cortex (PFC) exerts top-down control over numerous cortical and subcortical regions.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not mention a specific phenotype or feature, and does not establish a relationship between them.",
603,32066697,Shared and distinct resting functional connectivity in children and adults with attention-deficit/hyperactivity disorder.,2020,Translational psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,lower,unclear,direct,0.8,"The ADHD-discriminative FCs shared in children and adults lie in the intra-network within default mode network (DMN) and the inter-network between DMN and ventral attention network, positively correlated with total scores of ADHD symptoms.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence mentions a positive correlation, which contradicts the extracted direction of 'lower'. The sentence also does not name the phenotype directly, but the extracted phenotype 'impulsivity (general)' is a general term that could be related to ADHD symptoms. The feature type is mentioned as 'FCs' which is a type of functional connectivity, so it is partially supported.",
604,38176941,The Role of the Cerebellum in Drug Reward: A Review.,2023,Journal of integrative neuroscience,attentional impulsivity functional connectivity,unknown,functional connectivity,unknown,unknown,associated_with,unclear,unclear,unclear,0.6,evidence from neuroimaging and behavioral studies has suggested the role of cerebellum in drug reward,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,no,no,no,,,,"The sentence does not support the structured claim because it does not mention a specific phenotype, feature, or relationship.",
605,18568333,[Legal aspects of hyperkinetic disorders/ADHD].,2008,Der Nervenarzt,attentional impulsivity functional connectivity,unknown,unknown,impulsivity (general),hyperkinetic disorders/ADHD,associated_with,unclear,,background,0.3,Children and adolescents diagnosed with ADHD suffer from hyperactivity and deficits in attention and impulse control.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (behavioral), relationship (associated_with), and direction (unclear) when stated. The directness is also supported as the sentence is background information.",
606,32994553,Impulsive prepotent actions and tics in Tourette disorder underpinned by a common neural network.,2021,Molecular psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,motor impulsivity,Tourette disorder,associated_with,higher,unclear,direct,0.8,"We found that unmedicated TD patients showed increased waiting impulsivity compared to controls, which was independent of comorbid conditions, but correlated with the severity of tics.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,higher,,
607,9571295,Frontal lobe functions and dysfunctions.,1998,Clinical EEG (electroencephalography),attentional impulsivity functional connectivity,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,unclear,unknown,background,0.3,"The prefrontal cortex is also involved in motor action: in its initiation, planning, designing and sequencing rather than its mere execution.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,no,no,,,,"The sentence does not mention impulsivity or EEG connectivity, and it does not establish an association between a phenotype and a feature.",
608,39284401,"Transcranial Magnetic Stimulation-Induced Plasticity Improving Cognitive Control in Obsessive-Compulsive Disorder, Part II: Task-Based Neural Predictors of Treatment Response.",2025,Biological psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Obsessive-Compulsive Disorder,associated_with,unclear,unknown,indirect,0.6,Higher activation in several task-relevant regions during planning and response inhibition and lower error-related activation corresponded with better short-term clinical improvement.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,negative,"The sentence partially supports the claim, but the direction and directness need to be revised. The sentence implies a negative relationship between activation and impulsivity, and it is indirect because it does not name both phenotype and feature.",
609,31704786,The Claustrum-Prefrontal Cortex Pathway Regulates Impulsive-Like Behavior.,2019,The Journal of neuroscience : the official journal of the Society for Neuroscience,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,regulates,unclear,unknown,unclear,0.8,"We found that chemogenetic activation and inhibition of the CLA-PFC pathway increased and reduced the impulsive-like behavior (i.e., premature responses), respectively.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral response,positive,"The sentence clearly supports the phenotype of impulsivity, the feature of premature responses, the relationship of regulation, the direction of positive effect, and the directness of the effect on behavior.",
610,39676699,Early-life IL-4 administration induces long-term changes in microglia in the cerebellum and prefrontal cortex.,2025,Journal of neurochemistry,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,elevated IL-4 levels prevent microglia-mediated engulfment of neurons,indirect,0.7,Early-life allergic asthma induces hyperactive and impulsive behaviors in mice. This phenotype was reproduced in animals administered with IL-4 in the second postnatal week.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavioral,,The sentence supports the phenotype but not the feature type. The feature type should be corrected to 'behavioral' as it is related to 'hyperactive and impulsive behaviors'. The direction is unclear and should be left as 'unclear' or corrected to a specific direction if possible.,
611,25900066,Impulsivity and aggression in schizophrenia: a neural circuitry perspective with implications for treatment.,2015,CNS spectrums,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),schizophrenia,associated_with,unclear,,unclear,0.7,Many studies have implicated dysfunctional frontotemporal circuitry in impulsivity and aggression in schizophrenia,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but need to be corrected to match the extracted claim.",
612,25748775,The role of the thalamus in ADHD symptomatology and treatment.,2015,Applied neuropsychology. Child,attentional impulsivity functional connectivity,unknown,EEG connectivity,impulsivity (general),ADHD,associated_with,unclear,generates waking-state electroencephalography (EEG) rhythms,unclear,0.7,"The thalamus likely plays a prominent role in ADHD symptomatology, based on evidence that the thalamus generates waking-state electroencephalography (EEG) rhythms",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),EEG connectivity,unclear,"The sentence clearly supports the claim, mentioning the thalamus' role in ADHD symptomatology and its generation of EEG rhythms, which is associated with impulsivity (general) and EEG connectivity.",
613,20374289,Disturbed structural connectivity is related to inattention and impulsivity in adult attention deficit hyperactivity disorder.,2010,The European journal of neuroscience,attentional impulsivity functional connectivity,unknown,structural connectivity,impulsivity (general),ADHD,correlates_with,unclear,,unclear,0.7,Measures of impulsivity were correlated with FA in right orbitofrontal fibre tracts.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,positive,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, structural connectivity as the feature type, a correlation as the relationship, and a positive direction.",
614,35126772,Functional neuronal networks reveal emotional processing differences in children with ADHD.,2022,Cognitive neurodynamics,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,ADHD,associated_with,higher,unclear,direct,0.8,We find that the functional connectivity of the frontal and occipital lobes in the ADHD group is significantly (P-value < 0.01) higher than in the healthy group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,The sentence directly supports the association between attentional impulsivity and higher functional connectivity in the ADHD group compared to the healthy group.,
615,37442497,Possible effects of pair bonds on general cognition: Evidence from shared roles of dopamine.,2023,Neuroscience and biobehavioral reviews,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,dopaminergic pathways,unclear,0.6,"Highlighting dopamine as a key player in pair bonds and non-social cognition will provide evidence that pair bonding can alter general cognitive processes like attention, working memory, cognitive flexibility, and impulse control.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence partially supports the claim by mentioning a relationship between pair bonding and general cognitive processes, but it does not specify the feature type (functional connectivity) and the direction of the relationship is unclear.",
616,17184598,Polymorphisms of dopamine-beta-hydroxylase in ADHD children.,2006,Folia biologica,attentional impulsivity functional connectivity,unknown,unknown,impulsivity (general),ADHD,associated_with,unclear,indirect,indirect,0.6,Patients with ADHD showed decreased activities of DBH in serum and urine.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,decreased,"The sentence directly states a phenotype-feature association in the context of ADHD, with a clear direction of decreased activity.",
617,29692743,Bupropion Shows Different Effects on Brain Functional Connectivity in Patients With Internet-Based Gambling Disorder and Internet Gaming Disorder.,2018,Frontiers in psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Internet-Based Gambling Disorder and Internet Gaming Disorder,associated_with,unclear,,unclear,0.7,"After the 12-week bupropion treatment, clinical symptoms, including the severity of IGD or GD, depressive symptoms, attention, and impulsivity improved in both groups.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),clinical symptoms,,"The sentence partially supports the claim by mentioning the improvement of impulsivity, but it does not directly relate to functional connectivity. The direction of the relationship is also unclear.",
618,38161933,The Impact of Sleep Disorders on Cardiovascular Health: Mechanisms and Interventions.,2023,Cureus,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,"aberrant metabolic processes, inflammation, disruption of the autonomic nervous system, endothelial dysfunction",unclear,0.7,"Sleep disorders, which include conditions like insomnia and sleep apnea, are drawing increasing amounts of attention due to their serious detrimental consequences on cardiovascular health.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,unclear,,,,"The sentence does not mention a specific phenotype-feature association, making it unsupported for the extracted claim.",
