record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
62,34463411,"Cocaine cue-induced mesocorticolimbic activation in cocaine users: Effects of personality traits, lifetime drug use, and acute stimulant ingestion.",2022,Addiction biology,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,associates_with,higher,unclear,unclear,0.6,"Among the cocaine users, larger drug cue-induced responses during the placebo session were correlated with higher Barratt Impulsiveness Scale (BIS-11) nonplanning scores (associative striatum)",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,impulsivity,higher,The sentence clearly supports the extracted claim by stating a correlation between drug cue-induced responses and nonplanning impulsivity scores in cocaine users.,,Mistral 7B
64,21763642,Neural substrates of time perception and impulsivity.,2011,Brain research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,"Activation in the core control network, thus, may form a biological marker for cognitive time management and for impulsiveness.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsiveness,functional connectivity,associated with,"The sentence partially supports the claim, but the direction and directness need to be clarified. The phenotype and feature are supported, but the relationship is not explicitly stated as 'associated with'.",,Mistral 7B
65,32464339,Investigation of structure-function correlation among the young offspring of patients with bipolar disorder.,2020,Psychiatry research. Neuroimaging,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),bipolar disorder,associated_with,unclear,,unclear,0.7,"FA values in the SLF were negatively correlated with Stroop interference, the Wisconsin Card Sorting Test, and the Trail Making Test (B-A) scores.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,negatively,The sentence clearly supports the claim by mentioning a specific brain region (SLF) and its correlation with impulsivity-related tasks.,,Mistral 7B
67,27095357,Sex differences in impulsivity and brain morphometry in methamphetamine users.,2017,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,higher,unclear,unclear,0.8,"METH users had higher impulsivity scores, on both the Cognitive and Behavioral Factors from the BIS (p < 0.0001-0.0001).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,higher,"The sentence clearly supports the extracted claim by stating that METH users have higher impulsivity scores, which matches the phenotype and direction. The feature type is also supported as it is related to behavioral factors.",,Mistral 7B
68,37909379,Changes in aspartate metabolism in the medial-prefrontal cortex of nicotine addicts based on J-edited magnetic resonance spectroscopy.,2023,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),nicotine addiction,associated_with,unclear,,unclear,0.6,"The elevated Asp level was observed in mPFC of NAs in contrast to nonsmokers, and the Asp level was positively correlated with the amount of daily smoking.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),metabolic (aspartate level),positive,"The sentence supports the phenotype, but the feature type is not clearly stated. The relationship is supported, but the direction is not. The directness is not supported because the sentence does not name both phenotype and feature. The corrected phenotype and feature type are based on the extracted claim.",,Mistral 7B
69,27743376,Cortical folding patterns are associated with impulsivity in healthy young adults.,2017,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,"BIS subscores were positively correlated with cortical folding in several distinct areas: Total and attention scores were positively correlated with LGI in the left postcentral gyrus, cingulate gyrus, precentral gyrus, pars opercularis of the inferior frontal gyrus, right middle temporal gyrus, superior parietal gyrus, pericalcarine gyrus, and lateral occipital gyrus.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,higher,"The sentence clearly supports the extracted claim by stating a positive correlation between BIS subscores (phenotype) and cortical folding in several brain areas (feature), which is a direct association (directness) in the direction of higher impulsivity (direction).",,Mistral 7B
70,33951944,Distinct clinical manifestations of obsessive-compulsive disorder are associated with cortical thickness alteration.,2022,The Australian and New Zealand journal of psychiatry,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),obsessive-compulsive disorder,associated_with,unclear,,unclear,0.7,"OCD patients with more obsessive beliefs and attentional impulsivity (OCD_OB_AT) had reduced cortical thickness at the inferior parietal gyrus, the superior and middle temporal gyrus and the insula compared with OCD patients with higher score on the non-planning impulsivity (OCD_NP)",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (specific: attentional impulsivity),structural connectivity (specific: cortical thickness alteration),decreased,"The sentence clearly supports the extracted claim by stating a specific association between impulsivity (attentional impulsivity) and cortical thickness alteration in OCD patients. The direction of the association is also clear, as OCD patients with more obsessive beliefs and attentional impulsivity had reduced cortical thickness compared to those with higher non-planning impulsivity.",,Mistral 7B
71,35852565,Neural correlates of risky decision making in Parkinson's disease patients with impulse control disorders.,2022,Experimental brain research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),Parkinson's disease with impulse control disorders,associated_with,unclear,neural processing of risk-related information and outcomes,unclear,0.7,"Patients with ICDs showed greater urn choice-specific activation in the right middle frontal gyrus, overlapping the dorsal premotor cortex.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence directly supports the association between impulsivity and functional connectivity in the right middle frontal gyrus, which is a brain region involved in decision-making. The direction of the association is implied to be increased, as the patients with ICDs showed greater activation.",,Mistral 7B
73,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,higher,,direct,0.8,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,The sentence clearly supports the extracted claim by stating a direct association between impulsivity and functional connectivity in the brain regions mentioned.,,Mistral 7B
74,21783257,Is cerebellar volume related to bipolar disorder?,2011,Journal of affective disorders,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),bipolar disorder,associated_with,unclear,,background,0.5,The findings of cerebellar abnormalities in bipolar disorder (BD) are especially intriguing given the link between the cerebellum emotional and behavioral regulation.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),regulation of emotion/behavior,,"The sentence partially supports the claim by mentioning a phenotype (impulsivity) but does not specify a feature type. The relationship is supported as 'associated_with', but the direction is unclear and directness is background.",,Mistral 7B
75,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,unknown,unknown,nonplanning impulsivity,unknown,associated_with,higher,serotonergic neurotransmission,direct,0.8,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,receptor binding,higher,"The sentence clearly supports the extracted claim, mentioning nonplanning impulsivity as the phenotype, receptor binding as the feature type, and a higher association. The relationship is direct and the direction is clearly stated.",,Mistral 7B
76,26189512,Abnormalities of cortical structures in adolescent-onset conduct disorder.,2015,Psychological medicine,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),conduct disorder,associated_with,unclear,,unclear,0.7,"Cortical thickness of the paralimbic structures was found to be negatively correlated with impulsivity and antisocial behaviors measured by the BIS and APSD, respectively.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavior,negative,The sentence clearly supports the claim by stating a negative correlation between cortical thickness and impulsivity/antisocial behaviors.,,Mistral 7B
77,30105203,Increased efficiency of brain connectivity networks in veterans with suicide attempts.,2018,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),veterans with suicide attempts,associated_with,unclear,,unclear,0.7,Veterans with prior suicide attempt had altered connectivity networks characteristics in the white matter.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),structural connectivity,increased,"The sentence does not specify the direction of the association, but based on the claim, it is likely that the connectivity networks are increased. The sentence also does not specify the directness of the relationship, but it is clear that it is a phenotype-feature association.",,Mistral 7B
78,35434889,Distinct neural signatures of schizotypy and psychopathy during visual word-nonword recognition.,2022,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,unclear,unclear,0.7,"Higher Motor Impulsivity was associated with lower activity in the fusiform (bilaterally), inferior frontal (right-sided), and temporal gyri (bilaterally) across all stimuli-types over resting baseline.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a specific brain region (fusiform, inferior frontal, and temporal gyri) associated with impulsivity, which is a general aspect of the phenotype. The relationship is clearly stated as 'associated with', and the direction is 'lower activity', which matches the extracted direction. The directness is not explicitly stated, but it can be inferred that the sentence is referring to a direct relationship between brain activity and impulsivity.",,Mistral 7B
79,26079873,Barratt Impulsivity and Neural Regulation of Physiological Arousal.,2015,PloS one,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,BIS total,unknown,associated_with,unclear,Granger causality,direct,0.8,Activity of the ventromedial prefrontal cortex (vmPFC) negatively correlated to and Granger caused skin conductance time course.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,BIS total,physiological arousal,negatively,"The sentence directly mentions the vmPFC, which is associated with the phenotype BIS total, and its activity negatively correlated to and Granger caused skin conductance time course, which is a feature of physiological arousal. The direction of the relationship is also clearly stated as negative.",,Mistral 7B
80,35131529,Examination of gamma-aminobutyric acid and glutamate-glutamine levels in association with impulsive behavior in adolescent marijuana users.,2022,Drug and alcohol dependence,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),adolescent marijuana users,associated_with,unclear,unknown,unclear,0.3,"Impulsivity, identified as a risk factor and consequence of MJ use, has been associated with GABA and Glx levels in healthy and clinical populations.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),neurotransmitter levels (GABA and Glx),unclear,"The sentence partially supports the claim, but the feature type is not specified. The corrected feature type is 'neurotransmitter levels (GABA and Glx)'",,Mistral 7B
81,25269835,Caudate asymmetry is related to attentional impulsivity and an objective measure of ADHD-like attentional problems in healthy adults.,2016,Brain structure & function,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,attentional impulsivity,unknown,associated_with,higher,unclear,unclear,0.7,Larger right relative to left caudate volumes correlated with both higher attentional impulsiveness and worse ADHD scores on the TOVA.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,structural connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (attentional impulsivity), a feature type (structural connectivity), a relationship (associated with), a direction (higher), and a directness (unclear) that matches the extracted claim.",,Mistral 7B
82,19560123,Ventral striatal activation during reward anticipation correlates with impulsivity in alcoholics.,2009,Biological psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),alcoholics,correlates_with,unclear,,unclear,0.7,Detoxified alcoholics showed reduced activation of the ventral striatum during anticipation of monetary gain relative to healthy control subjects.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreases,"The sentence clearly supports the claim by stating a correlation between reduced activation of the ventral striatum and impulsivity in alcoholics. The direction of the relationship is clear, as the activation is reduced. The directness of the relationship is also clear, as it is stated that the activation is during anticipation of monetary gain, which is a specific context. The phenotype and feature type are also supported, as impulsivity is a general phenotype and functional connectivity is a feature type. The brain system is not explicitly mentioned, but it can be inferred to be the ventral striatum. The diagnostic context is also supported, as it is stated that the subjects are detoxified alcoholics.",,Mistral 7B
83,14572528,Response inhibition and impulsivity: an fMRI study.,2003,Neuropsychologia,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,"Aggressive, suicidal and violent behaviour have been associated with impulsive personality and difficulty in inhibiting responses.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavioural traits,positive,"The sentence partially supports the claim, but the feature type is not clearly stated as 'functional connectivity'. The direction is also unclear, but the phenotype is supported. The relationship is supported as 'associated_with'.",,Mistral 7B
84,33872964,Diffusion tensor imaging of corpus callosum in adolescent females with borderline personality disorder.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),Borderline Personality Disorder,associated_with,unclear,,unclear,0.7,BPD patients had significantly lower fractional anisotropy (FA) values in the genu and lower mean diffusivity (MD) values in the body of CC. There was a negative correlation between FA values in the genu and body of CC and impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,negative,"The sentence clearly supports the association between impulsivity and structural connectivity in the corpus callosum, with a negative correlation between FA values and impulsivity.",,Mistral 7B
85,31688973,Volumetric Prefrontal Cortex Alterations in Patients With Alcohol Dependence and the Involvement of Self-Control.,2019,"Alcoholism, clinical and experimental research",Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),alcohol dependence,associated_with,unclear,,unclear,0.7,"Compared to HC, ALC had significantly less GM volume in bilateral middle frontal gyrus (MFG) and right medial prefrontal cortex as well as in the right anterior cingulate.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,decreased,"The sentence clearly supports the claim by stating a significant difference in GM volume between ALC and HC in specific brain regions, which is associated with impulsivity. The direction of the association is implied to be decreased, as the ALC group has less GM volume. The directness of the association is also implied, as the sentence names both the phenotype (impulsivity) and the feature (GM volume in specific brain regions).",,Mistral 7B
86,30549328,Impulsivity trait and proactive cognitive control: An fMRI study.,2019,The European journal of neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,motor impulsivity,unknown,associated_with,unclear,disinhibition of the motor system,direct,0.8,We found a positive significant correlation between motor impulsivity scores and the activation of left sensorimotor cortices.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,positive,"The sentence directly states a positive correlation between motor impulsivity scores and the activation of left sensorimotor cortices, which matches the extracted claim.",,Mistral 7B
87,23274773,Morphometric correlation of impulsivity in medial prefrontal cortex.,2013,Brain topography,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),unknown,correlates_with,unclear,,unclear,0.7,The VBM analysis showed that impulsivity appears to be reliant on a network of cortical (medial prefrontal cortex and dorsolateral prefrontal cortex) and subcortical (ventral striatum) structures.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),structural connectivity,positive,"The sentence partially supports the claim, but the direction and directness are unclear. The corrected phenotype, feature type, and direction are provided.",,Mistral 7B
88,34461353,Impulsivity is related to overhasty risk learning in attention-deficit/hyperactivity disorder: A computational psychiatric approach.,2021,Journal of psychiatric research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder,associated_with,unclear,overhasty updating of beliefs during risk learning,direct,0.8,The degree of overhasty learning in ADHD patients was significantly correlated with the BIS score.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,yes,no,impulsivity (general),behavioral,,The sentence does not directly support the feature type 'functional connectivity' but rather 'behavioral' as it mentions a correlation with a behavioral score (BIS).,,Mistral 7B
89,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,shifted toward habitual end,direct,0.8,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly states that high-impulsive individuals have reduced lateral prefrontal model-based signatures, which matches the extracted claim.",,Mistral 7B
90,26393430,Subtypes of trait impulsivity differentially correlate with neural responses to food choices.,2016,Behavioural brain research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,unclear,modulates,unclear,0.7,"Impulsivity subtypes were measured by the monetary delay discounting task and the Barratt Impulsiveness Scale (total BIS-11 and subscales). Only temporal subtypes of impulsivity, namely delay discounting and the BIS-11 non-planning subscale, modulated responses to food choice; both measures correlated positively with striatum activation during high versus low energy choices.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim, but the direction and directness need to be corrected. The corrected phenotype is 'impulsivity (general)' as it is a general term for the phenotype. The corrected feature type is 'functional connectivity' as it is the type of feature being measured. The corrected direction is 'positive' as the sentence states that the measures 'correlated positively' with striatum activation.",,Mistral 7B
91,27766203,A negative relationship between ventral striatal loss anticipation response and impulsivity in borderline personality disorder.,2016,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),borderline personality disorder,associated_with,lower,impaired prediction of aversive outcomes,direct,0.8,BPD patients exhibited a significantly negative correlation between ventral striatal loss anticipation responses and BIS-11 scores,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a negative correlation between ventral striatal loss anticipation responses and impulsivity (measured by BIS-11 scores), which is consistent with the claim's relationship and direction.",,Mistral 7B
92,24909828,Attentional impulsivity in binge eating disorder modulates response inhibition performance and frontal brain networks.,2015,International journal of obesity (2005),Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,attentional impulsivity,binge eating disorder,modulates,unclear,attenuation,unclear,0.7,"Increased attentional impulsiveness (a subscale of the BIS-11) in BED was related to decreased response inhibition performance and hypoactivity in the prefrontal control network, which was activated when response inhibition was required.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsiveness,response inhibition performance,decreased,"The sentence clearly supports the phenotype, feature, relationship, and direction when stated. The phenotype 'attentional impulsiveness' is directly mentioned, and the feature 'response inhibition performance' is also directly mentioned. The relationship 'modulates' is supported by the phrase 'related to'. The direction 'decreased' is supported by the phrase 'hypoactivity' and 'decreased response inhibition performance'. The directness is supported by the fact that both phenotype and feature are named. The brain system 'prefrontal control network' is also mentioned, which matches the extracted claim. The mechanism 'attenuation' is supported by the phrase 'hypoactivity'.",,Mistral 7B
93,30991086,A search for cortical correlates of trait impulsivity in Parkinson´s disease.,2019,Behavioural brain research,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),Parkinson's disease,associated_with,unclear,,unclear,0.7,"PD patients showed widespread cortical thickness loss in frontal, cingulate, temporo-parietal and occipital regions.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,unclear,"The sentence directly supports the association between impulsivity and structural connectivity in Parkinson's disease, mentioning a specific brain region (cortical thickness loss) which is related to the phenotype. The direction is unclear, but the sentence does not overclaim a group difference without a phenotype-feature association.",,Mistral 7B
96,27862593,Serotonergic modulation of orbitofrontal activity and its relevance for decision making and impulsivity.,2017,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,EEG connectivity,impulsivity (general),unknown,associated_with,higher,unknown,unclear,0.7,Orbitofrontal activity was also related to the Barratt Impulsivity Scale.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),self-report,,"The sentence supports the phenotype and relationship, but the direction is not specified. The feature type is not specified, but it can be inferred as self-report based on the Barratt Impulsivity Scale. The directness is unclear, and the brain system and diagnostic context are unknown.",,Mistral 7B
97,32571005,"Cortical Volumetric Correlates of Childhood Trauma, Anxiety, and Impulsivity in Bipolar Disorder.",2020,Psychiatry investigation,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),bipolar disorder,correlates_with,unclear,,background,0.6,BD patients revealed significant inverse correlations between the GMV in the right precentral gyrus and BIS scores; between the GMV in the left middle frontal gyrus and CTQ scores.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,inverse,"The sentence clearly supports the extracted claim by stating a correlation between GMV in specific brain regions and impulsivity (BIS scores) and childhood trauma (CTQ scores). The direction of the correlation is inverse, which matches the corrected direction. The directness is also supported as the sentence names both phenotype (impulsivity) and feature (GMV in specific brain regions).",,Mistral 7B
98,26245713,"Association of COMT and SLC6A3 polymorphisms with impulsivity, response inhibition and brain function.",2015,Cortex; a journal devoted to the study of the nervous system and behavior,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,involvement of striatal dopamine,background,0.6,"Our study thus supports the involvement of striatal dopamine in the neural mechanisms of cognitive control, in particular response inhibition.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),response inhibition,unclear,"The sentence directly supports the involvement of striatal dopamine in the neural mechanisms of cognitive control, which is related to the claim's mechanism. The phenotype 'impulsivity (general)' and feature 'response inhibition' are also supported. The direction is unclear, but the claim's direction is also 'unclear', so it is supported.",,Mistral 7B
99,16890410,Impulsivity and BOLD fMRI activation in MDMA users and healthy control subjects.,2006,Psychiatry research,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,The correlation between scores on the Barratt Impulsiveness Scale (BIS) and activation measured by functional magnetic resonance imaging in a dorsolateral prefrontal cortical (DLPFC) activating task was examined.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),unknown,,"The sentence partially supports the claim of impulsivity being associated with something, but it does not specify what the feature is. The direction and directness are also unclear.",,Mistral 7B
100,31071323,Brain structure and trait impulsivity: A comparative VBM study contrasting neural correlates of traditional and alternative concepts in healthy subjects.,2019,Neuropsychologia,Barratt Impulsiveness Scale fMRI,unknown,unknown,impulsivity (general),unknown,associated_with,unclear,,unclear,0.6,"Impulsivity as a trait modulates a range of cognitive functions, e.g. planning, decision-making, or response inhibition.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),cognitive functions,,"The sentence partially supports the claim by mentioning a relationship between impulsivity and cognitive functions, but it does not specify the direction of the relationship or the type of cognitive functions. The corrected phenotype and feature type are provided.",,Mistral 7B
101,29876253,Pedophilic sex offenders are characterised by reduced GABA concentration in dorsal anterior cingulate cortex.,2018,NeuroImage. Clinical,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),pedophilic disorder,associated_with,lower,reduced GABA concentration,direct,0.8,Reduced GABA/Cr in patients was correlated with lower self-control measured with the Barratt Impulsiveness Scale.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between reduced GABA concentration and lower self-control, which is a measure of impulsivity.",,Mistral 7B
102,17994474,Diffusion tensor imaging in MDMA users and controls: association with decision making.,2007,The American journal of drug and alcohol abuse,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,nonplanning impulsivity,unknown,associated_with,unclear,,unclear,0.6,MDMA users also had a significantly higher BIS nonplanning score and greater preference for disadvantageous choices on the IGT.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,nonplanning impulsivity,behavioral,,The sentence mentions a phenotype (nonplanning impulsivity) but does not directly relate to structural connectivity. The relationship is mentioned as 'associated with' but the direction is unclear. The directness is also unclear as it does not name both phenotype and feature.,,Mistral 7B
103,29322397,Overlapping and distinct neural metabolic patterns related to impulsivity and hypomania in Parkinson's disease.,2019,Brain imaging and behavior,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),Parkinson's disease,associated_with,unclear,,unclear,0.7,We observed a positive association between BIS-11 and SRMI scores and neural metabolism only in the prefrontal areas.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,positive,"The sentence partially supports the claim but needs revision or is indirect. The direction is not explicitly stated in the claim, but the sentence implies a positive association. The directness is also not explicitly stated in the claim, but the sentence names both phenotype and feature.",,Mistral 7B
104,39875081,Exploratory structural neuroimaging examination of impulsivity in severe alcohol use disorder: Persistent implication of the ventral striatum.,2025,Behavioural brain research,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),severe alcohol use disorder,associated_with,higher,smaller volume,direct,0.8,In the sAUD group there were significant positive correlations between certain impulsivity measures and gray matter volume of the nucleus accumbens.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),gray matter volume,positive correlation,The sentence does not directly support the claim's direction (higher) and directness (direct).,,Mistral 7B
105,30739462,"Differentiation between young adult Internet addicts, smokers, and healthy controls by the interaction between impulsivity and temporal lobe thickness.",2019,Journal of behavioral addictions,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),Internet addiction,associated_with,unclear,unclear,unclear,0.7,"Internet addiction, like substance-related addictions, has been linked with high impulsivity, low inhibitory control, and poor decision-making abilities.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,impulsivity (general),behavioral trait,,"The sentence partially supports the claim by mentioning impulsivity, but it does not directly relate to functional connectivity. The relationship is supported, but the direction and directness are unclear.",,Mistral 7B
