record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label,consensus_models,consensus_model_count
548,26296778,Aberrant orbitofrontal connectivity in marijuana smoking adolescents.,2015,Developmental cognitive neuroscience,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,adolescents with heavy marijuana use,associated_with,higher,increased functional connectivity,direct,0.8,Increased OFC functional connectivity to frontal and motor regions was observed in heavy MJ users compared to HC.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,higher,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'attentional impulsivity' is not explicitly mentioned in the sentence, but it can be inferred as the study is about the effects of marijuana use. The feature type 'functional connectivity' is supported. The relationship 'associated_with' is supported. However, the direction 'higher' is not explicitly mentioned in the sentence, and the directness 'direct' is not supported because the sentence does not name both phenotype and feature.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
561,39147392,"Evaluation of potential alterations related to ADHD in the effective connectivity between the default mode network and cerebellum, hippocampus, thalamus, and primary visual cortex.",2024,"Cerebral cortex (New York, N.Y. : 1991)",attentional impulsivity resting-state fMRI,default mode network,dynamic connectivity,attentional impulsivity,ADHD,correlates_with,higher,effective connectivity,direct,0.8,Our results demonstrated a positive correlation between ADHD and effective connectivity between the right cerebellum and three DMN nodes (intrinsically inhibitory connections).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,dynamic connectivity,higher,"The sentence does not directly support the claim because it does not mention the phenotype-feature association. However, it does support the relationship and direction, but the direction is mixed in the sentence. The corrected fields are based on the extracted claim.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
564,28762756,Intranasal Oxytocin Selectively Modulates Large-Scale Brain Networks in Humans.,2017,Brain connectivity,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,unknown,modulates,unclear,by altering connectivity within the ventral attention network,indirect,0.7,"Our results show that OT mainly alters connectivity in the VA, on one side reducing the coupling to regions that typically form the nodes of DM, an introspective and self-referential network, and on the other side increasing the coupling to the edges of the CO, which is involved in salience processing.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,unclear,,,Qwen 2.5 7B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
568,29409566,Brain-behavior patterns define a dimensional biotype in medication-naïve adults with attention-deficit hyperactivity disorder.,2018,Psychological medicine,attentional impulsivity resting-state fMRI,default mode network,functional connectivity,impulsivity (general),adult ADHD,correlates_with,higher,,direct,0.8,"Adults with ADHD showed stronger functional connectivity compared to healthy controls, predominantly between the default-mode, cingulo-opercular and subcortical networks.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,higher,"The sentence does not directly support the direction of the claim, and it does not name the phenotype. The corrected fields are based on the extracted claim.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
570,31978743,Neural correlates and role of medication in reactive motor impulsivity in Tourette disorder.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,attentional impulsivity resting-state fMRI,unknown,functional connectivity,motor impulsivity,Tourette disorder,associated_with,higher,increased grey matter signal from the right supplementary motor area and inferior frontal gyrus; decreased resting-state spontaneous activity of the left putamen; higher functional connectivity between the inferior frontal gyrus and the superior temporal gyri (bilaterally); lower functional connectivity between the cerebellum and the right subthalamic nucleus,direct,0.9,We found a higher reactive motor impulsivity in TD patients medicated with antipsychotics compared to unmedicated TD patients and controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,no,yes,yes,yes,no,motor impulsivity,behavioral,higher,"The sentence directly supports the association between motor impulsivity and higher reactive motor impulsivity in TD patients, but it does not directly support the feature type (functional connectivity) or the brain system involved.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
571,37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,gambling disorder,associated_with,lower,abnormal frontostriatal connectivity and serotonergic function,direct,0.9,"Right NAcc 11C-MADAM binding potential correlated with attentional impulsivity in individuals with gambling disorder (r = -0.73, p = 0.005).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,lower,"The sentence directly states a correlation between right NAcc 11C-MADAM binding potential and attentional impulsivity in individuals with gambling disorder, which matches the extracted claim.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
576,38964089,Multimodal frontal neuroimaging markers predict longitudinal craving reduction in abstinent individuals with heroin use disorder.,2024,Journal of psychiatric research,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,heroin use disorder,predicts,higher,neural mechanisms of addiction abstinence,direct,0.9,"The multimodal neuroimaging features, primarily converging in frontal regions (e.g., the left superior frontal (LSF) thickness, FA of the LSF-occipital tract, and RSFC of left middle frontal-right superior temporal lobe), collectively contributed to prediction alongside dosage and attention impulsiveness.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,attentional impulsivity,functional connectivity,lower,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'attentional impulsivity' is supported, but the feature type 'functional connectivity' is partially supported as it is mentioned in the context of specific neuroimaging features. The relationship 'predicts' is supported, but the direction 'higher' is not supported as the sentence implies a negative relationship between the neuroimaging features and craving reduction. The directness 'direct' is not supported as the sentence does not name both phenotype and feature.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
579,26802508,A failure of suppression within the default mode network in depressed adolescents with compulsive internet game play.,2016,Journal of affective disorders,attentional impulsivity resting-state fMRI,default mode network,functional connectivity,attentional impulsivity,depression,associated_with,higher,failure to suppress default mode network activity,direct,0.8,"In cohorts of individuals with a history of compulsive internet game play, individuals with depression showed failure to suppress default mode network activity during an attentionally demanding task, compared to individuals without depression, including comparison groups with and without a history of compulsive video gaming.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,,,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
584,32800380,"Estimating the Heritability of Developmental Change in Neural Connectivity, and Its Association With Changing Symptoms of Attention-Deficit/Hyperactivity Disorder.",2021,Biological psychiatry,attentional impulsivity resting-state fMRI,unknown,structural connectivity,impulsivity (general),ADHD,associated_with,unclear,unknown,background,0.5,Change in hyperactivity-impulsivity was associated with heritable change in white matter tracts metrics and change in the connectivity between the ventral attention and cognitive networks.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a relationship between impulsivity and structural connectivity, with an unclear direction. The directness is also supported as the sentence is in the background context.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
590,40525051,"The Role of Sleep and the Effects of Sleep Loss on Cognitive, Affective, and Behavioral Processes.",2025,Cureus,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,higher,"Sleep deprivation increases amygdala reactivity, weakens prefrontal-amygdala connectivity, and contributes to emotional dysregulation, impulsivity, and risk-taking behaviors.",direct,0.8,"Sleep deprivation increases amygdala reactivity, weakens prefrontal-amygdala connectivity, and contributes to emotional dysregulation, impulsivity, and risk-taking behaviors.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,"The sentence directly supports the association between sleep deprivation and attentional impulsivity, which is a functional connectivity issue, and the direction is higher.",,Qwen 2.5 7B,Llama 3.1 8B;Qwen 2.5 7B,2
596,22153589,Abnormal functional connectivity in children with attention-deficit/hyperactivity disorder.,2012,Biological psychiatry,attentional impulsivity functional connectivity,default mode network,functional connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder,correlates_with,lower,impaired interactions between control and reward pathways,direct,0.8,Children with ADHD had lower connectivity (short- and long-range) in regions of the dorsal attention (superior parietal cortex) and default-mode (precuneus) networks and in cerebellum and higher connectivity (short-range) in reward-motivation regions (ventral striatum and orbitofrontal cortex) than control subjects.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,lower,,,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
605,18568333,[Legal aspects of hyperkinetic disorders/ADHD].,2008,Der Nervenarzt,attentional impulsivity functional connectivity,unknown,unknown,impulsivity (general),ADHD,unknown,unclear,,background,0.5,Children and adolescents diagnosed with ADHD suffer from hyperactivity and deficits in attention and impulse control.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,unclear,"The sentence clearly supports the phenotype (impulsivity) and feature (general), and implies a relationship between them. The direction is unclear but supported by the claim. The directness is background, which matches the claim. There is no overclaiming.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
613,20374289,Disturbed structural connectivity is related to inattention and impulsivity in adult attention deficit hyperactivity disorder.,2010,The European journal of neuroscience,attentional impulsivity functional connectivity,unknown,structural connectivity,impulsivity (general),adult attention deficit hyperactivity disorder,correlates_with,unclear,,direct,0.8,Measures of impulsivity were correlated with FA in right orbitofrontal fibre tracts.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,positive,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, structural connectivity as the feature type, a correlation as the relationship, a positive direction, and a direct association.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
614,35126772,Functional neuronal networks reveal emotional processing differences in children with ADHD.,2022,Cognitive neurodynamics,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,ADHD,associated_with,higher,,direct,0.9,We find that the functional connectivity of the frontal and occipital lobes in the ADHD group is significantly (P-value < 0.01) higher than in the healthy group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,The sentence directly supports the association between attentional impulsivity and higher functional connectivity in the ADHD group compared to the healthy group.,,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
616,17184598,Polymorphisms of dopamine-beta-hydroxylase in ADHD children.,2006,Folia biologica,attentional impulsivity functional connectivity,unknown,unknown,impulsivity (general),ADHD,unknown,unclear,,unclear,0.5,Patients with ADHD showed decreased activities of DBH in serum and urine.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,decreased,"The sentence directly states a phenotype-feature association in the context of ADHD, with a clear direction of decreased activity.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
623,28715675,Resting-state brain networks in patients with Parkinson's disease and impulse control disorders.,2017,Cortex; a journal devoted to the study of the nervous system and behavior,motor impulsivity resting-state fMRI,"salience/ventral attention network, default mode network, central executive network",functional connectivity,impulsivity (general),Parkinson's disease with and without impulse control disorders,associated_with,higher,disrupted connectivity within the three core neurocognitive networks,direct,0.8,"The presence of ICD symptoms was associated with an increased connectivity within the salience and default-mode networks, as well as with a decreased connectivity within the central executive network (p < .05 corrected).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a specific association between impulsivity and functional connectivity in the salience and default-mode networks, as well as a decrease in the central executive network.",,Qwen 2.5 7B,Llama 3.1 8B;Qwen 2.5 7B,2
625,27381822,Altered resting-state neural activity and changes following a craving behavioral intervention for Internet gaming disorder.,2016,Scientific reports,motor impulsivity resting-state fMRI,default mode network,functional connectivity,impulsivity (general),Internet gaming disorder,associated_with,lower,"reduced interactions between regions within a reward-related network, and across the default mode and executive control networks",indirect,0.8,"IGD subjects showed decreased amplitude of low fluctuation in the orbital frontal cortex and posterior cingulate cortex, and exhibited increased resting-state functional connectivity between the posterior cingulate cortex and dorsolateral prefrontal cortex, compared with HC subjects.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,lower,"The sentence partially supports the claim, but the direction and directness need to be revised to match the extracted claim.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
642,26185010,Jumping the Gun: Mapping Neural Correlates of Waiting Impulsivity and Relevance Across Alcohol Misuse.,2016,Biological psychiatry,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),alcohol misuse,associated_with,lower,waiting impulsivity,direct,0.8,"Waiting impulsivity was associated with lower connectivity of the subthalamic nucleus with ventral striatum and subgenual cingulate, regions similarly implicated in rodent lesion studies.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity and lower functional connectivity in specific brain regions.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
649,41556979,Connectome-based predictive modelling of problematic gaming in youth from the ABCD study.,2026,Journal of behavioral addictions,motor impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),youth,predicts,unclear,,indirect,0.5,"CPM successfully predicted problematic-gaming scores (r = 0.12, p = 0.002).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,impulsivity (general),functional connectivity,,"The sentence supports the phenotype and feature, but the direction is unclear. The relationship is supported as prediction, but the directness is indirect. The corrected phenotype and feature type are already specified in the claim.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
654,35302338,Involvement of muscle satellite cell dysfunction in neuromuscular disorders: Expanding the portfolio of satellite cell-opathies.,2022,European journal of translational myology,motor impulsivity functional connectivity,unknown,unknown,unknown,unknown,unknown,unclear,,unclear,0.0,,yes,,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,unknown,unknown,unclear,,,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
657,21259388,Altered motor network activation and functional connectivity in adult Tourette's syndrome.,2011,Human brain mapping,motor impulsivity functional connectivity,unknown,functional connectivity,motor impulsivity,adult Tourette's syndrome,associated_with,unclear,,indirect,0.8,"In addition, performance-related functional connectivity of lower- and higher-order motor networks differed between patients and controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,motor impulsivity,functional connectivity,unclear,"The sentence partially supports the claim, but the direction and directness are unclear. The phenotype and feature are supported, but need to be corrected to match the extracted claim.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
659,39341756,Imaging of impulse control disorders in Parkinson's disease.,2024,Revue neurologique,motor impulsivity functional connectivity,unknown,functional connectivity,motor impulsivity,Parkinson's disease,associated_with,unclear,abnormal connectivity within the reward system,indirect,0.8,Functional magnetic resonance imaging (fMRI) studies reveal abnormal connectivity within the reward system involving the ventral striatum and orbitofrontal cortex.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,motor impulsivity,functional connectivity,unclear,"The sentence partially supports the claim but needs revision or is indirect. The phenotype 'motor impulsivity' is not explicitly mentioned in the sentence, but it can be inferred as the sentence discusses abnormal connectivity within the reward system, which is related to motor impulsivity. The feature type 'functional connectivity' is also supported. However, the direction and directness are unclear and need to be revised.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
669,36754503,V to VII Nerve Transfer for Smile Reanimation.,2023,Atlas of the oral and maxillofacial surgery clinics of North America,motor impulsivity functional connectivity,unknown,unknown,unknown,unknown,unknown,unclear,,unclear,0.0,,yes,,yes,no,unclear,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
671,33441433,"Motor Interference, But Not Sensory Interference, Increases Midfrontal Theta Activity and Brain Synchronization during Reactive Control.",2021,The Journal of neuroscience : the official journal of the Society for Neuroscience,motor impulsivity functional connectivity,unknown,functional connectivity,motor impulsivity,unknown,associated_with,higher,midfrontal theta oscillations,direct,0.9,"Motor conflicts, but not attentional conflicts, elicited increases in midfrontal theta power during conflict resolution.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,higher,The sentence directly supports the association between motor impulsivity and higher midfrontal theta power during conflict resolution.,,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
680,38246283,Impulsivity and neural correlates of response inhibition in bipolar disorder and their unaffected relatives: A MEG study.,2024,Journal of affective disorders,motor impulsivity functional connectivity,unknown,functional connectivity,motor impulsivity,bipolar disorder,associated_with,higher,abnormal alterations in beta oscillatory activity,direct,0.8,Increased motor impulsiveness in BD was related to abnormal alterations in beta oscillatory activity of rIFG and functional connectivity between rIFG and pre-SMA.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsiveness,functional connectivity and beta oscillatory activity,higher,,,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
682,37113158,Brain motion networks predict head motion during rest- and task-fMRI.,2023,Frontiers in neuroscience,motor impulsivity functional connectivity,unknown,functional connectivity,unknown,unknown,unknown,unclear,,background,0.2,The cerebellum and default-mode network (DMN) regions that forecasted individual differences in d and Δd during six different tasks- and two rest-fMRI sessions were consistently prone to the deleterious effect of head motion.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,unknown,functional connectivity,deleterious effect,The sentence clearly supports the claim by mentioning a specific brain region (cerebellum and default-mode network) and its relationship with head motion during fMRI sessions.,,Qwen 2.5 7B,Llama 3.1 8B;Qwen 2.5 7B,2
693,19940844,"Probing compulsive and impulsive behaviors, from animal models to endophenotypes: a narrative review.",2010,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,motor impulsivity functional connectivity,frontoparietal/control network,functional connectivity,motor impulsivity,"obsessive-compulsive disorder, obsessive-compulsive personality disorder, impulse-control disorders",associated_with,unclear,"disruption of OFC-caudate circuitry, interaction between serotonin and dopamine",indirect,0.8,Failures in cortical control of fronto-striatal neural circuits may underpin impulsive and compulsive acts.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,no,no,no,motor impulsivity,functional connectivity,unclear,"The sentence partially supports the claim by mentioning a related brain system, but it does not directly mention the feature type or the direction of the relationship. The phenotype 'motor impulsivity' is supported, but the feature type 'functional connectivity' needs to be corrected. The relationship 'associated_with' is supported, but the direction 'unclear' needs to be corrected.",,Llama 3.1 8B,Llama 3.1 8B;Qwen 2.5 7B,2
699,30374665,"Peer influence, Frontostriatal connectivity, and delay discounting in African American emerging adults.",2020,Brain imaging and behavior,ADHD impulsivity resting-state fMRI connectivity,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,lower,,direct,0.8,"Greater (i.e., more positive) frontostriatal rsFC was associated with decreased delay discounting (i.e., less impulsive decision making).",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between frontostriatal rsFC and decreased delay discounting, which is related to impulsivity.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B;Qwen 2.5 7B,3
700,33304251,Neural Basis of Increased Cognitive Control of Impulsivity During the Mid-Luteal Phase Relative to the Late Follicular Phase of the Menstrual Cycle.,2020,Frontiers in human neuroscience,ADHD impulsivity resting-state fMRI connectivity,unknown,functional connectivity,impulsivity (general),"ADHD, obsessive compulsive disorder, Parkinson disease, attention deficit hyperactivity disorder",correlates_with,unclear,DS-dlPFC circuitry,indirect,0.8,"Discount rate (transformed k) correlated with functional connectivity between the DS and dorsal lateral prefrontal cortex (dlPFC), consistent with previous findings indicating that DS-dlPFC circuitry may regulate impulsivity.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,,"The sentence clearly supports the extracted claim, mentioning a correlation between functional connectivity and impulsivity, which aligns with the relationship 'correlates_with'. The direction is not explicitly stated, but since the relationship is 'correlates_with', it can be inferred that the direction is supported. The directness is also supported as the sentence mentions both phenotype and feature.",,Llama 3.1 8B,Llama 3.1 8B;Mistral 7B,2
24,29101492,Intrinsic Network Connectivity Patterns Underlying Specific Dimensions of Impulsiveness in Healthy Young Adults.,2018,Brain topography,Barratt Impulsiveness Scale resting-state fMRI,unknown,functional connectivity,nonplanning impulsivity,unknown,associated_with,unclear,,direct,0.8,There were significant relationships between right frontoparietal network function and all three BIS domains.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,yes,no,nonplanning impulsivity,functional connectivity,positive,"The sentence supports the phenotype and feature, but the direction is unclear. The corrected direction is assumed to be positive based on the context of 'significant relationships'.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
43,25496980,Abnormal regional homogeneity in young adult suicide attempters with no diagnosable psychiatric disorder: a resting state functional magnetic imaging study.,2015,Psychiatry research,Barratt Impulsiveness Scale resting-state fMRI,unknown,BOLD variability,impulsivity (general),suicide attempters without a psychiatric diagnosis,correlates_with,higher,,direct,0.8,The SA group also had significantly higher total Barratt Impulsiveness Scale scores compared with the HC group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),Barratt Impulsiveness Scale scores,higher,The sentence directly supports the claim by stating a higher impulsivity score in the SA group compared to the HC group.,,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
52,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,motor impulsivity,unknown,correlates_with,lower,,direct,0.8,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,lower,"The sentence directly supports the claim by stating a correlation between motor impulsiveness and activation in the right dorsolateral prefrontal cortex, which is a specific brain region.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
64,21763642,Neural substrates of time perception and impulsivity.,2011,Brain research,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,correlates_with,higher,,direct,0.8,"Activation in the core control network, thus, may form a biological marker for cognitive time management and for impulsiveness.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,no,yes,yes,no,no,impulsiveness,functional connectivity,,"The sentence mentions impulsiveness, which is a specific aspect of impulsivity. However, it does not explicitly mention functional connectivity as the feature. Also, directness is not fully supported because the sentence does not name both phenotype and feature.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
78,35434889,Distinct neural signatures of schizotypy and psychopathy during visual word-nonword recognition.,2022,Human brain mapping,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,,indirect,0.7,"Higher Motor Impulsivity was associated with lower activity in the fusiform (bilaterally), inferior frontal (right-sided), and temporal gyri (bilaterally) across all stimuli-types over resting baseline.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a specific brain region (fusiform, inferior frontal, and temporal gyri) associated with impulsivity, which is a general aspect of the phenotype. The direction of the association (lower activity) matches the extracted direction.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
85,31688973,Volumetric Prefrontal Cortex Alterations in Patients With Alcohol Dependence and the Involvement of Self-Control.,2019,"Alcoholism, clinical and experimental research",Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),alcohol dependence,associated_with,lower,,direct,0.8,"Compared to HC, ALC had significantly less GM volume in bilateral middle frontal gyrus (MFG) and right medial prefrontal cortex as well as in the right anterior cingulate.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence directly supports the association between impulsivity (general) and lower structural connectivity in the brain, specifically in the bilateral middle frontal gyrus and right medial prefrontal cortex and right anterior cingulate, which are relevant brain regions.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
89,26460483,Lateral prefrontal model-based signatures are reduced in healthy individuals with high trait impulsivity.,2015,Translational psychiatry,Barratt Impulsiveness Scale fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,lower,,direct,0.9,Right lateral prefrontal model-based signatures were reduced in high-impulsive individuals.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,lower,"The sentence directly states that high-impulsive individuals have reduced lateral prefrontal model-based signatures, which matches the extracted claim.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
97,32571005,"Cortical Volumetric Correlates of Childhood Trauma, Anxiety, and Impulsivity in Bipolar Disorder.",2020,Psychiatry investigation,Barratt Impulsiveness Scale fMRI,unknown,structural connectivity,impulsivity (general),bipolar disorder,correlates_with,lower,,direct,0.8,BD patients revealed significant inverse correlations between the GMV in the right precentral gyrus and BIS scores; between the GMV in the left middle frontal gyrus and CTQ scores.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,lower,"The sentence directly supports the claim by stating a correlation between GMV in specific brain regions and impulsivity (BIS scores) and childhood trauma (CTQ scores), with the direction of the correlation being inverse, indicating lower GMV is associated with higher impulsivity and trauma.",,Qwen 2.5 7B,Mistral 7B;Qwen 2.5 7B,2
