record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,model_label
516,28900210,Alterations of Brain Functional Architecture Associated with Psychopathic Traits in Male Adolescents with Conduct Disorder.,2017,Scientific reports,trait impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),Conduct Disorder,associated_with,unclear,unclear,unclear,0.7,"We found decreased anti-synchronization between the fronto-parietal network (FPN) and default mode network (DMN), and increased intra-network synchronization within the frontothalamic-basal ganglia, right frontoparietal, and temporal/limbic/visual networks in CD patients.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,decreased,"The sentence clearly supports the extracted claim, mentioning a specific brain system (fronto-parietal network and default mode network) and a relationship between this system and impulsivity. The direction of the relationship is also clear (decreased anti-synchronization).",,Mistral 7B
518,24781521,Compromised frontocerebellar circuitry contributes to nonplanning impulsivity in recovering alcoholics.,2014,Psychopharmacology,nonplanning impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,recovering alcoholics,associated_with,lower,compromised,direct,1.0,Alcoholic patients demonstrated compromised dorsal anterior cingulate cortex (dACC) -cerebellar functional connectivity,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,lower,"The sentence directly states that alcoholic patients have compromised dorsal anterior cingulate cortex (dACC) -cerebellar functional connectivity, which is associated with nonplanning impulsivity, a lower level of functional connectivity.",,Mistral 7B
519,37162878,A generalizable functional connectivity signature characterizes brain dysfunction and links to rTMS treatment response in cocaine use disorder.,2023,medRxiv : the preprint server for health sciences,nonplanning impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,cocaine use disorder,associated_with,higher,unclear,direct,0.8,"We identified phenotyping FCs involving increased connectivity between the visual network and dorsal attention network, and between the frontoparietal control network and ventral attention network, as well as decreased connectivity between the default mode network and limbic network in CUD patients compared to healthy controls.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,higher,"The sentence clearly supports the claim by mentioning increased connectivity between certain brain networks in CUD patients compared to healthy controls, which is consistent with the extracted claim of nonplanning impulsivity being associated with higher functional connectivity.",,Mistral 7B
520,37030546,Disrupted functional networks within white-matter served as neural features in adolescent patients with conduct disorder.,2023,Behavioural brain research,nonplanning impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,conduct disorder,associated_with,lower,,direct,0.8,"Compared with TDs, CD patients showed decreased FCs between occipital network (ON) and superior temporal network (STN), which were significantly negatively associated with non-planning impulsivity scores in CD.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between decreased functional connectivity and nonplanning impulsivity in CD patients.",,Mistral 7B
522,38902791,Graph analysis uncovers an opposing impact of methylphenidate on connectivity patterns within default mode network sub-divisions.,2024,Behavioral and brain functions : BBF,nonplanning impulsivity functional connectivity,unknown,functional connectivity,nonplanning impulsivity,unknown,associated_with,unclear,,unclear,0.7,Decreased connectivity of the DMN sub-network with the cinguloopercular network following MPH administration was associated with elevated impulsivity and non-planning impulsiveness.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,functional connectivity,decreased,"The sentence clearly supports the claim by stating a specific association between a phenotype (nonplanning impulsivity), a feature (functional connectivity), and a relationship (associated with). The direction (decreased) is also clearly stated, and the directness is implied by the mention of both phenotype and feature.",,Mistral 7B
525,35126053,Regional Homogeneity Abnormalities and Its Correlation With Impulsivity in Male Abstinent Methamphetamine Dependent Individuals.,2021,Frontiers in molecular neuroscience,nonplanning impulsivity resting-state fMRI,unknown,BOLD variability,nonplanning impulsivity,Methamphetamine Dependent Individuals,correlates_with,unclear,,unclear,0.7,"The ReHo values of the left precentral gyrus were negatively correlated with the BIS-attention, BIS-motor, and BIS-nonplanning subscale scores,",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,nonplanning impulsivity,BOLD variability,negatively,"The sentence clearly supports the extracted claim by mentioning a correlation between ReHo values and BIS-nonplanning subscale scores, which is a measure of nonplanning impulsivity. The feature type is also supported as it mentions BOLD variability. The relationship, direction, and directness are all supported as the sentence explicitly states a correlation between two variables.",,Mistral 7B
528,34602972,Altered Variability and Concordance of Dynamic Resting-State fMRI Indices in Patients With Attention Deficit Hyperactivity Disorder.,2021,Frontiers in neuroscience,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,attentional impulsivity,Attention deficit hyperactivity disorder (ADHD),associated_with,unclear,,direct,0.8,"Patients with ADHD showed decreased variability of dynamic amplitude of low-frequency fluctuation (dALFF) in the left middle frontal gyrus and increased one in right middle occipital gyrus, as compared with the HCs.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,dynamic connectivity,decreased,"The sentence clearly supports the claim by stating a specific association between ADHD and altered dynamic connectivity in the brain, with a clear direction of change (decreased in one area and increased in another).",,Mistral 7B
533,30520697,Exploring the Brain Lateralization in ADHD Based on Variability of Resting-State fMRI Signal.,2021,Journal of attention disorders,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,unclear,,unclear,0.7,"ADHD patients showed significantly increased rightward lateralization in the inferior frontal gyrus (opercular), precuneus, and paracentral lobule, and decreased rightward lateralization in the insula.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased rightward lateralization,"The sentence clearly supports the extracted claim by stating a specific brain region (inferior frontal gyrus, precuneus, and paracentral lobule) and its association with impulsivity in ADHD patients. The direction of increased rightward lateralization is also clearly stated.",,Mistral 7B
538,37327696,"Individual differences in delay discounting are associated with dorsal prefrontal cortex connectivity in children, adolescents, and adults.",2023,Developmental cognitive neuroscience,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,direct,0.8,Individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and functional connectivity emanating from the left dorsal prefrontal cortex.",,Mistral 7B
541,27467529,Resting-state functional MRI of abnormal baseline brain activity in young depressed patients with and without suicidal behavior.,2016,Journal of affective disorders,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),depressed youths,associated_with,unclear,,indirect,0.7,"The SU group had abnormal spontaneous neural activity during the resting state, and decreased activity in L-SFG and L-MFG was associated with increased impulsivity in SU group.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a specific association between decreased activity in L-SFG and L-MFG and increased impulsivity in the SU group.",,Mistral 7B
542,29048582,Salience network dynamics underlying successful resistance of temptation.,2017,Social cognitive and affective neuroscience,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,attentional impulsivity,unknown,associated_with,unclear,,indirect,0.7,Individuals whose intrinsic dynamic functional connectivity patterns gravitate toward configurations in which salience detection systems are less strongly coupled with visual systems resist tempting distractors more effectively.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,dynamic connectivity,associated with increased resistance,"The sentence clearly supports the claim by stating that individuals with certain dynamic functional connectivity patterns resist tempting distractors more effectively, which is associated with attentional impulsivity. The feature type is dynamic connectivity, and the relationship is associated with. The direction is supported as the sentence implies that the connectivity patterns are associated with increased resistance, which is a positive direction. The directness is supported as the sentence names both the phenotype (resistance to temptation) and the feature (dynamic functional connectivity patterns).",,Mistral 7B
544,39592983,Abnormal stability of dynamic functional architecture in drug-naïve children with attention-deficit/hyperactivity disorder.,2024,BMC psychiatry,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder,associated_with,unclear,,direct,0.8,"We found that children with ADHD exhibited decreased FS in the bilateral superior frontal gyrus (SFG) and increased FS in the right middle temporal gyrus (MTG), which both belong to the default mode network (DMN).",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,dynamic connectivity,decreased,"The sentence clearly supports the claim by stating a direct association between attentional impulsivity and dynamic connectivity in the context of ADHD. The direction of the association is also clear, as the children with ADHD exhibited decreased FS in the bilateral superior frontal gyrus and increased FS in the right middle temporal gyrus.",,Mistral 7B
545,35089635,Enduring effect of abuse: Childhood maltreatment links to altered theory of mind network among adults.,2022,Human brain mapping,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,lower,unclear,direct,0.8,"Adults with CM showed decreased FC between the insula and superior temporal gyrus (STG) and between inferior parietal lobule (IPL) and middle frontal gyrus, STG, and dorsal anterior cingulate cortex (dACC),",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,lower,"The sentence directly supports the association between attentional impulsivity and altered functional connectivity, specifically lower connectivity between the insula and superior temporal gyrus, inferior parietal lobule and middle frontal gyrus, superior temporal gyrus, and dorsal anterior cingulate cortex.",,Mistral 7B
553,37011715,Conscientiousness associated with efficiency of the salience/ventral attention network: Replication in three samples using individualized parcellation.,2023,NeuroImage,attentional impulsivity resting-state fMRI,unknown,functional connectivity,unknown,unknown,associated_with,unclear,,unclear,0.7,Efficiency of a set of parcels in the SVAN was significantly associated with conscientiousness in all samples.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,conscientiousness,functional connectivity,positive,The sentence clearly supports the claim by stating a significant association between conscientiousness and efficiency of the salience/ventral attention network.,,Mistral 7B
555,27894158,Craving behavioral intervention for internet gaming disorder: remediation of functional connectivity of the ventral striatum.,2018,Addiction biology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,Internet gaming disorder,associated_with,unclear,remediation,direct,0.8,"IGD subjects showed greater resting-state functional connectivity of the VS to left inferior parietal lobule (lIPL), right inferior frontal gyrus and left middle frontal gyrus, in positive association with the severity of IGD.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,positive,"The sentence clearly supports the claim, mentioning a specific phenotype (attentional impulsivity), feature type (functional connectivity), relationship (associated with), direction (positive), and directness (direct).",,Mistral 7B
556,32114120,Estimating individual scores of inattention and impulsivity based on dynamic features of intrinsic connectivity network.,2020,Neuroscience letters,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,impulsivity (general),ADHD,associated_with,unclear,,unclear,0.7,The most associating ICNs are sensorimotor network (SMN) for inattention and executive control network (ECN) for impulsivity.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),dynamic connectivity,associated_with,"The sentence clearly supports the phenotype (impulsivity), feature (dynamic connectivity), relationship (associated_with), and direction (associated_with) when stated.",,Mistral 7B
558,36055063,PTSD symptomatology is selectively associated with impaired sustained attention ability and dorsal attention network synchronization.,2022,NeuroImage. Clinical,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,Posttraumatic Stress Disorder (PTSD),associated_with,unclear,disrupted proactive engagement of attentional control circuitry,direct,0.8,"PTSD symptomatology was selectively associated with reduced sustained attention ability, but not more impulsive response strategies.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,reduced,"The sentence clearly supports the claim, mentioning a direct association between PTSD symptomatology and reduced sustained attention ability, which is a specific type of attentional impulsivity. The direction of the association is also clear, as it is reduced. The feature type is also supported as functional connectivity is related to sustained attention ability.",,Mistral 7B
559,27812554,Attention-Deficit/Hyperactivity Disorder symptoms coincide with altered striatal connectivity.,2016,Biological psychiatry. Cognitive neuroscience and neuroimaging,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),ADHD,associated_with,higher,unclear,direct,0.8,"In contrast, inattention and hyperactivity/impulsivity symptom scores were associated with increases in functional connectivity in the networks of posterior putamen and ventral caudate.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning impulsivity as a symptom associated with increased functional connectivity in the brain.",,Mistral 7B
560,39551190,Attention and emotion in adolescents with ADHD; a time-varying functional connectivity study.,2025,Journal of affective disorders,attentional impulsivity resting-state fMRI,unknown,dynamic connectivity,impulsivity (general),ADHD,associated_with,lower,unclear,direct,0.8,"Compared to controls, adolescents with ADHD had diminished salience network-centered dynamic FNC that was driven by an integrated ADHD phenotype (p < .004, r = 0.57)",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),dynamic connectivity,lower,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and dynamic connectivity in adolescents with ADHD, with a lower direction.",,Mistral 7B
565,36747838,Individual Differences in Delay Discounting are Associated with Dorsal Prefrontal Cortex Connectivity in Youth.,2023,bioRxiv : the preprint server for biology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,unclear,0.7,Individual differences in delay discounting were associated with patterns of connectivity emanating from the left dorsal prefrontal cortex.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,positive,"The sentence clearly supports the extracted claim, mentioning a specific phenotype (impulsivity), feature type (functional connectivity), and relationship (associated with). The direction is implied to be positive, as the sentence mentions 'associated with', which typically implies a positive relationship. The directness is also supported, as both phenotype and feature are named.",,Mistral 7B
570,31978743,Neural correlates and role of medication in reactive motor impulsivity in Tourette disorder.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,attentional impulsivity resting-state fMRI,unknown,functional connectivity,motor impulsivity,Tourette disorder,associated_with,higher,unclear,direct,0.8,We found a higher reactive motor impulsivity in TD patients medicated with antipsychotics compared to unmedicated TD patients and controls.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,behavioral trait,higher,"The sentence directly states a higher reactive motor impulsivity in TD patients, which matches the extracted claim.",,Mistral 7B
571,37561637,Abnormal frontostriatal connectivity and serotonin function in gambling disorder: A preliminary exploratory study.,2023,Journal of behavioral addictions,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,gambling disorder,associated_with,unclear,serotonin function,direct,0.8,Individuals with gambling disorder showed loss of functional connectivity between the right nucleus accumbens (NAcc) and a region in the right dorsolateral prefrontal cortex (DLPFC),yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,decreased,The sentence directly supports the association between attentional impulsivity and decreased functional connectivity in the context of gambling disorder.,,Mistral 7B
574,34294803,Functional network topology of the right insula affects emotion dysregulation in hyperactive-impulsive attention-deficit/hyperactivity disorder.,2021,Scientific reports,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),attention-deficit/hyperactivity disorder (ADHD),affects,higher,clustered network formation,direct,0.8,"In individuals with ADHD characterized by prominent hyperactivity-impulsivity, the latent emotion dysregulation variable was related to an increased clustering and local efficiency of the right insula.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,,,Mistral 7B
578,29554302,Ventral Striatal D2/3 Receptor Availability Is Associated with Impulsive Choice Behavior As Well As Limbic Corticostriatal Connectivity.,2018,The international journal of neuropsychopharmacology,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,,indirect,0.7,D2/3 receptor availability was associated with stronger connectivity between the cingulate cortex and hippocampus of high- vs low-impulsive rats.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a phenotype (impulsivity), a feature type (functional connectivity), and a relationship (associated with). The direction is unclear, but the extracted direction captures this. The directness is indirect, but the sentence does not need revision in this regard.",,Mistral 7B
581,39965782,MRI-based surrogates of brain clearance in narcolepsy type 1.,2025,Journal of sleep research,attentional impulsivity resting-state fMRI,unknown,functional connectivity,unknown,narcolepsy type 1,not associated_with,unclear,,background,0.3,The hypothesis of altered brain clearance in narcolepsy type 1 is not supported by evidence from the current study.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,narcolepsy type 1,altered brain clearance,not associated,"The sentence clearly states that the hypothesis of altered brain clearance in narcolepsy type 1 is not supported, which directly supports the claim of 'not associated_with' relationship between the phenotype 'narcolepsy type 1' and the feature 'altered brain clearance'.",,Mistral 7B
584,32800380,"Estimating the Heritability of Developmental Change in Neural Connectivity, and Its Association With Changing Symptoms of Attention-Deficit/Hyperactivity Disorder.",2021,Biological psychiatry,attentional impulsivity resting-state fMRI,unknown,functional connectivity,impulsivity (general),Attention-Deficit/Hyperactivity Disorder (ADHD),associated_with,unclear,,indirect,0.7,Change in hyperactivity-impulsivity was associated with heritable change in white matter tracts metrics and change in the connectivity between the ventral attention and cognitive networks.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,unclear,"The sentence clearly supports the extracted claim, mentioning a relationship between impulsivity and functional connectivity in the context of ADHD.",,Mistral 7B
585,34851976,Differential structure-function network coupling in the inattentive and combined types of attention deficit hyperactivity disorder.,2021,PloS one,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,attention deficit hyperactivity disorder (ADHD),associated_with,unclear,,unclear,0.7,"Children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,decreased,"The sentence clearly supports the claim by stating that children with ADHD have lower structural connectivity and network efficiency in the DMN, which is associated with attentional impulsivity. The direction is supported as it implies a decrease in functional connectivity.",,Mistral 7B
586,30099805,Binge drinking is associated with attenuated frontal and parietal activation during successful response inhibition in fearful context.,2019,The European journal of neuroscience,attentional impulsivity resting-state fMRI,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,lower,disrupted functional connectivity within brain substrates directing attention,direct,0.8,Higher binge drinking was associated with attenuated frontal and parietal activation during successful response inhibition within a fearful context.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,lower,,,Mistral 7B
591,39339712,Investigating the Impact of Nutrition and Oxidative Stress on Attention Deficit Hyperactivity Disorder.,2024,Nutrients,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,unknown,associated_with,unclear,oxidative stress,unclear,0.7,"Individuals with ADHD exhibit reduced levels of key antioxidant enzymes, including glutathione peroxidase (GPx), catalase (CAT), and superoxide dismutase (SOD), as well as a diminished total antioxidant status (TOS) compared to healthy controls.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,decreased,"The sentence clearly supports the claim by stating that individuals with ADHD have reduced levels of antioxidant enzymes and a diminished total antioxidant status compared to healthy controls, which is consistent with the claim that attentional impulsivity is associated with decreased functional connectivity.",,Mistral 7B
594,38123729,Inactivation of hypocretin receptor-2 signaling in dopaminergic neurons induces hyperarousal and enhanced cognition but impaired inhibitory control.,2024,Molecular psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,associated_with,unclear,inactivation,unclear,0.7,"Loss of Hcrtr2, but not Hcrtr1 or Hcrtr1&2, induced a dramatic increase in theta (7-11 Hz) electroencephalographic (EEG) activity... DAHcrtr2-deficient mice displayed maladaptive patterns of reward-seeking, with behavioral indices of enhanced impulsivity and compulsivity.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,increased,"The sentence clearly supports the phenotype (impulsivity), feature type (functional connectivity), relationship (associated_with), direction (increased), and directness (direct).",,Mistral 7B
596,22153589,Abnormal functional connectivity in children with attention-deficit/hyperactivity disorder.,2012,Biological psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,attention-deficit/hyperactivity disorder (ADHD),associated_with,unclear,impaired interactions,direct,0.8,Children with ADHD had lower connectivity (short- and long-range) in regions of the dorsal attention (superior parietal cortex) and default-mode (precuneus) networks and in cerebellum and higher connectivity (short-range) in reward-motivation regions (ventral striatum and orbitofrontal cortex) than control subjects.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,decreased,"The sentence clearly supports the claim by stating a direct association between attentional impulsivity and functional connectivity in children with ADHD. The direction of the association is also clear, with decreased connectivity in certain regions and increased connectivity in others.",,Mistral 7B
601,24023940,Elevated functional connectivity in a striatal-amygdala circuit in pathological gamblers.,2013,PloS one,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),pathological gamblers,associated_with,higher,unclear,direct,1.0,We observed reliable increases in functional coupling between striatum and bilateral amygdala in gamblers vs. controls.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence directly supports the association between impulsivity (general) and functional connectivity, with a higher direction, in the context of pathological gamblers.",,Mistral 7B
605,18568333,[Legal aspects of hyperkinetic disorders/ADHD].,2008,Der Nervenarzt,attentional impulsivity functional connectivity,unknown,unknown,impulsivity (general),hyperkinetic disorders/ADHD,associated_with,unclear,,background,0.3,Children and adolescents diagnosed with ADHD suffer from hyperactivity and deficits in attention and impulse control.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral,unclear,"The sentence clearly supports the phenotype (impulsivity), feature (behavioral), relationship (associated_with), and direction (unclear) when stated. The directness is also supported as the sentence is background information.",,Mistral 7B
606,32994553,Impulsive prepotent actions and tics in Tourette disorder underpinned by a common neural network.,2021,Molecular psychiatry,attentional impulsivity functional connectivity,unknown,functional connectivity,motor impulsivity,Tourette disorder,associated_with,higher,unclear,direct,0.8,"We found that unmedicated TD patients showed increased waiting impulsivity compared to controls, which was independent of comorbid conditions, but correlated with the severity of tics.",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,higher,,,Mistral 7B
609,31704786,The Claustrum-Prefrontal Cortex Pathway Regulates Impulsive-Like Behavior.,2019,The Journal of neuroscience : the official journal of the Society for Neuroscience,attentional impulsivity functional connectivity,unknown,functional connectivity,impulsivity (general),unknown,regulates,unclear,unknown,unclear,0.8,"We found that chemogenetic activation and inhibition of the CLA-PFC pathway increased and reduced the impulsive-like behavior (i.e., premature responses), respectively.",yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),behavioral response,positive,"The sentence clearly supports the phenotype of impulsivity, the feature of premature responses, the relationship of regulation, the direction of positive effect, and the directness of the effect on behavior.",,Mistral 7B
612,25748775,The role of the thalamus in ADHD symptomatology and treatment.,2015,Applied neuropsychology. Child,attentional impulsivity functional connectivity,unknown,EEG connectivity,impulsivity (general),ADHD,associated_with,unclear,generates waking-state electroencephalography (EEG) rhythms,unclear,0.7,"The thalamus likely plays a prominent role in ADHD symptomatology, based on evidence that the thalamus generates waking-state electroencephalography (EEG) rhythms",yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),EEG connectivity,unclear,"The sentence clearly supports the claim, mentioning the thalamus' role in ADHD symptomatology and its generation of EEG rhythms, which is associated with impulsivity (general) and EEG connectivity.",,Mistral 7B
613,20374289,Disturbed structural connectivity is related to inattention and impulsivity in adult attention deficit hyperactivity disorder.,2010,The European journal of neuroscience,attentional impulsivity functional connectivity,unknown,structural connectivity,impulsivity (general),ADHD,correlates_with,unclear,,unclear,0.7,Measures of impulsivity were correlated with FA in right orbitofrontal fibre tracts.,yes,,yes,yes,no,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,positive,"The sentence clearly supports the extracted claim, mentioning impulsivity as the phenotype, structural connectivity as the feature type, a correlation as the relationship, and a positive direction.",,Mistral 7B
614,35126772,Functional neuronal networks reveal emotional processing differences in children with ADHD.,2022,Cognitive neurodynamics,attentional impulsivity functional connectivity,unknown,functional connectivity,attentional impulsivity,ADHD,associated_with,higher,unclear,direct,0.8,We find that the functional connectivity of the frontal and occipital lobes in the ADHD group is significantly (P-value < 0.01) higher than in the healthy group.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,attentional impulsivity,functional connectivity,higher,The sentence directly supports the association between attentional impulsivity and higher functional connectivity in the ADHD group compared to the healthy group.,,Mistral 7B
616,17184598,Polymorphisms of dopamine-beta-hydroxylase in ADHD children.,2006,Folia biologica,attentional impulsivity functional connectivity,unknown,unknown,impulsivity (general),ADHD,associated_with,unclear,indirect,indirect,0.6,Patients with ADHD showed decreased activities of DBH in serum and urine.,yes,,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,decreased,"The sentence directly states a phenotype-feature association in the context of ADHD, with a clear direction of decreased activity.",,Mistral 7B
