record_id,pmid,title,year,journal,query,extracted_brain_system,extracted_feature_type,extracted_phenotype,extracted_diagnostic_context,extracted_relationship,extracted_direction,extracted_mechanism,extracted_directness,evidence_strength,supporting_sentence,schema_valid,schema_issues,citation_valid,sentence_present,sentence_anchored,semantic_support_score,phenotype_correct,feature_type_correct,relationship_correct,direction_correct,overclaiming_flag,hallucination_flag,review_decision,review_notes,verifier_model,verifier_support_score,verifier_decision,verifier_phenotype_supported,verifier_feature_supported,verifier_relationship_supported,verifier_direction_supported,verifier_directness_supported,verifier_overclaiming,verifier_corrected_phenotype,verifier_corrected_feature_type,verifier_corrected_direction,verifier_rationale,verifier_error,verifier_raw_response
63,39796107,The Relationship Between Impulsivity Traits and In Vivo Cerebral Serotonin Transporter and Serotonin 2A Receptor Binding in Healthy Individuals: A Double-Tracer PET Study with C-11 DASB and C-11 MDL100907.,2024,International journal of molecular sciences,Barratt Impulsiveness Scale fMRI,"caudate, prefrontal cortex, ventromedial prefrontal cortex, orbitofrontal cortex, insula, amygdala, putamen, ventral striatum, thalamus",unknown,impulsivity (general),healthy individuals,correlation,higher,"serotonergic neurotransmission, particularly 5-HT2A receptor-mediated postsynaptic signaling",indirect,significant at Bonferroni-corrected p < 0.0045 for some regions; uncorrected p < 0.05 for others,"The region of interest (ROI)-based partial correlation analysis with age, sex, and temperament traits as covariates revealed a significant positive correlation between non-planning impulsiveness and [11C]MDL100907 BPND in the caudate (CAU) at Bonferroni-corrected p < 0.0045.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (non-planning),serotonin 2A receptor binding,positive correlation,"The sentence clearly supports the extracted claim, mentioning a specific type of impulsivity (non-planning) and its correlation with serotonin 2A receptor binding in the caudate.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (non-planning)"",
  ""corrected_feature_type"": ""serotonin 2A receptor binding"",
  ""corrected_direction"": ""positive correlation"",
  ""rationale"": ""The sentence clearly supports the extracted claim, mentioning a specific type of impulsivity (non-planning) and its correlation with serotonin 2A receptor binding in the caudate.""
}"
64,32121585,"Random Forest Classification of Alcohol Use Disorder Using EEG Source Functional Connectivity, Neuropsychological Functioning, and Impulsivity Measures.",2020,"Behavioral sciences (Basel, Switzerland)",nonplanning impulsivity functional connectivity,default mode network (DMN),EEG connectivity,unknown,classification of individuals with AUD from unaffected controls,functional connectivity and neuropsychological measures are associated with AUD,higher,aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity,indirect,moderate,"The AUD group showed a predominant pattern of hyperconnectivity among 25 of 29 significant connections, indicating aberrant network functioning during resting state suggestive of neural hyperexcitability and impulsivity.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,Alcohol Use Disorder (AUD),EEG connectivity,higher,"The sentence clearly supports the claim by stating a specific phenotype (AUD), feature type (EEG connectivity), relationship (associated with), direction (predominant pattern of hyperconnectivity), and directness (indicating aberrant network functioning).",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""Alcohol Use Disorder (AUD)"",
  ""corrected_feature_type"": ""EEG connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly supports the claim by stating a specific phenotype (AUD), feature type (EEG connectivity), relationship (associated with), direction (predominant pattern of hyperconnectivity), and directness (indicating aberrant network functioning).""
}"
65,31284029,Genetic contribution to the phenotypic correlation between trait impulsivity and resting-state functional connectivity of the amygdala and its subregions.,2019,NeuroImage,impulsivity resting-state fMRI functional connectivity,amygdala and its subregions,functional connectivity,impulsivity (general),,correlation,higher,genetic overlap,indirect,strong,"Bivariate genetic modelling analyses found genetic overlaps between trait impulsivity and the rsFC of the left full amygdala or the left BL amygdala with the right DLPFC. The proportions of phenotypic associations accounted for by overlapping genes were 82% and 60%, respectively.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a correlation between impulsivity and functional connectivity of the amygdala and its subregions, with specific proportions of phenotypic associations accounted for by overlapping genes.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly supports the extracted claim, mentioning a correlation between impulsivity and functional connectivity of the amygdala and its subregions, with specific proportions of phenotypic associations accounted for by overlapping genes.""
}"
66,41932505,Intrinsic functional connectivity alterations in medication-naïve children with combined and inattentive ADHD types: Evidence from cortical surface-based analysis.,2026,Journal of affective disorders,motor impulsivity resting-state fMRI,"default mode (DMN), ventral attentional (VAN), somatosensory-motor (SMN)",functional connectivity,unknown,medication-naïve children,disruptions in functional connectivity,lower,sensorimotor and attentional deficits,indirect,strong,"Crucially, ADHD-C patients demonstrated significantly weaker intra-SMN and SMN-DMN connectivity than the ADHD-I group.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,ADHD-C patients,intra-SMN and SMN-DMN connectivity,lower,"The sentence clearly supports the claim by stating a specific phenotype (ADHD-C patients), feature type (intra-SMN and SMN-DMN connectivity), relationship (disruptions in functional connectivity), direction (lower), and directness (indirect).",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""ADHD-C patients"",
  ""corrected_feature_type"": ""intra-SMN and SMN-DMN connectivity"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence clearly supports the claim by stating a specific phenotype (ADHD-C patients), feature type (intra-SMN and SMN-DMN connectivity), relationship (disruptions in functional connectivity), direction (lower), and directness (indirect).""
}"
67,35007715,Risk-taking in humans and the medial orbitofrontal cortex reward system.,2022,NeuroImage,impulsivity fMRI functional connectivity,"medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas",functional connectivity,impulsivity (general),UK Biobank participants,higher functional connectivity,higher,"higher connectivity with the anterior cingulate cortex, providing a route for these reward-related regions to have a greater influence on action in risk-taking individuals",direct,"significant (p < 0.001, FDR corrected)","Functional connectivities of the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas were significantly higher in the risk-taking group (p < 0.001, FDR corrected).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,higher,"The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and higher functional connectivity in the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly supports the extracted claim, mentioning a direct association between impulsivity (general) and higher functional connectivity in the medial orbitofrontal cortex, ventromedial prefrontal cortex (VMPFC), and the parahippocampal areas.""
}"
68,40630648,Identifying a Biological Signature of Trauma-Related Neurodegeneration Following Repeated Traumatic Brain Injuries Compared with Healthy Controls.,2025,Neurotrauma reports,Barratt Impulsiveness Scale fMRI,,unknown,unknown,,,unclear,,unclear,,"Surveys included the Neurobehavioral Symptom Inventory (NSI), Insomnia Severity Index (ISI), Epworth Sleepiness Severity (ESS), PTSD Checklist for DSM-5 (PCL-5), Brief Symptom Inventory-18 (BSI-18), Satisfaction with Life Scale (SWLS), Barratt Impulsivity Scale (BIS), and Buss Perry Aggression Questionnaire (BPAQ).",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not mention a specific phenotype or feature, making it unsupported for the extracted claim.",,"{""support_score"": 0, ""decision"": ""drop"", ""phenotype_supported"": false, ""feature_supported"": false, ""relationship_supported"": false, ""direction_supported"": null, ""directness_supported"": null, ""overclaiming"": false, ""corrected_phenotype"": null, ""corrected_feature_type"": null, ""corrected_direction"": null, ""rationale"": ""The sentence does not mention a specific phenotype or feature, making it unsupported for the extracted claim.""}"
69,40193128,Subthalamic Deep Brain Stimulation: Mapping Non-Motor Outcomes to Structural Connections.,2025,Human brain mapping,impulsivity neuroimaging functional connectivity,subthalamic nucleus,functional connectivity,impulsivity (general),Parkinson's Disease,association,higher,stimulation of specific fiber bundles,indirect,moderate,"Using DBS fiber filtering, we identified the structural connections whose stimulation was associated with change along these dimensions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,0,drop,no,no,no,unclear,unclear,no,,,,"The sentence does not mention a specific phenotype, feature, or relationship, making it unsupported for the extracted claim.",,"{
  ""support_score"": 0,
  ""decision"": ""drop"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": false,
  ""direction_supported"": null,
  ""directness_supported"": null,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": ""The sentence does not mention a specific phenotype, feature, or relationship, making it unsupported for the extracted claim.""
}"
70,32987241,Intrinsic functional connectivity of the default mode and cognitive control networks relate to change in behavioral performance over two years.,2020,Cortex; a journal devoted to the study of the nervous system and behavior,impulsivity fMRI functional connectivity,cognitive control network (CCN) and default mode network (DMN),functional connectivity,unknown,healthy individuals,association,higher,plastic change in intrinsic connectivity,direct,moderate,"Additionally, decreased connectivity between posterior parietal CCN and DMN nodes and decreased connectivity between left and right dorsolateral prefrontal nodes was associated with increased cognitive performance.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,cognitive performance,functional connectivity,decreased,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""cognitive performance"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""decreased"",
  ""rationale"": null
}"
71,26830141,Midbrain functional connectivity and ventral striatal dopamine D2-type receptors: link to impulsivity in methamphetamine users.,2016,Molecular psychiatry,Barratt Impulsiveness Scale resting-state fMRI,mesocorticolimbic system,functional connectivity,impulsivity (general),methamphetamine-dependent individuals,correlation,higher,ventral striatal D2-type receptor signaling affects the system-level activity within the mesocorticolimbic system,indirect,moderate,"In Study 2, an interaction of the group with RSFC on impulsivity was observed. Methamphetamine-dependent users exhibited a positive relationship of midbrain RSFC to the left ventral striatum with cognitive impulsivity, whereas a negative relationship was observed in healthy controls.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,no,no,no,cognitive impulsivity,functional connectivity,positive,"The sentence partially supports the claim but needs revision or is indirect. The phenotype and feature are supported, but the direction is not directly stated. The corrected phenotype and feature type are 'cognitive impulsivity' and 'functional connectivity', respectively, and the corrected direction is 'positive'.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""cognitive impulsivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""positive"",
  ""rationale"": ""The sentence partially supports the claim but needs revision or is indirect. The phenotype and feature are supported, but the direction is not directly stated. The corrected phenotype and feature type are 'cognitive impulsivity' and 'functional connectivity', respectively, and the corrected direction is 'positive'.""
}"
72,41281564,Associations between structural injury and task-based corticomuscular connectivity after stroke.,2025,Frontiers in neurology,motor impulsivity functional connectivity,"corticospinal tract, sensorimotor cortex, muscles",structural connectivity,unknown,early subacute stroke,correlation,lower,post-stroke structural injury modulates task-based corticomuscular connectivity,indirect,moderate,Findings exclusive to CST injury/integrity subgroups underscore the complexity of structure-function relationships in stroke. Associations between CMC measures in motor-relevant frequency bands with measures reflecting CST microstructure suggest that post-stroke structural injury modulates task-based corticomuscular connectivity.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,,,,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": null,
  ""corrected_direction"": null,
  ""rationale"": null
}"
73,38018143,Converging Evidence for Frontopolar Cortex as a Target for Neuromodulation in Addiction Treatment.,2024,The American journal of psychiatry,trait impulsivity functional connectivity,frontopolar cortex,unknown,unknown,transcranial brain stimulation,promising therapeutic target,unclear,converging multimodal evidence,unclear,converging evidence,"This approach is supported by converging multimodal evidence, including lesion-based maps, functional MRI-based maps, tES studies, TMS studies, and dose-response relationships.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,no,no,yes,no,no,no,,unknown,unclear,"The sentence partially supports the claim of a promising therapeutic target, but it does not specify the phenotype or feature. The direction and directness are also unclear.",,"{
  ""support_score"": 1,
  ""decision"": ""revise"",
  ""phenotype_supported"": false,
  ""feature_supported"": false,
  ""relationship_supported"": true,
  ""direction_supported"": false,
  ""directness_supported"": false,
  ""overclaiming"": false,
  ""corrected_phenotype"": null,
  ""corrected_feature_type"": ""unknown"",
  ""corrected_direction"": ""unclear"",
  ""rationale"": ""The sentence partially supports the claim of a promising therapeutic target, but it does not specify the phenotype or feature. The direction and directness are also unclear.""
}"
74,25925985,Impaired corticostriatal connectivity in impulse control disorders in Parkinson disease.,2015,Neurology,motor impulsivity resting-state fMRI,corticostriatal,functional connectivity,impulsivity (general),Parkinson disease,association,unclear,altered connectivity between an associative striatal area (the left anterior putamen) and associative and limbic cortical regions (the left inferior temporal gyrus and the left anterior cingulate gyrus),indirect,moderate,"The presence of an ICD in patients with PD was associated with functional disconnection between the left anterior putamen and both the left inferior temporal gyrus and the left anterior cingulate gyrus, as well as a trend toward a functional disconnection between several motor and associative striatal regions and limbic, associative, and motor cortical regions.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,association,The sentence clearly supports the association between impulsivity (general) and altered corticostriatal connectivity in Parkinson disease.,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""association"",
  ""rationale"": ""The sentence clearly supports the association between impulsivity (general) and altered corticostriatal connectivity in Parkinson disease.""
}"
75,29946511,Abnormal cortical gyrification in criminal psychopathy.,2018,NeuroImage. Clinical,trait impulsivity functional connectivity,cortical,unknown,unknown,Hare Psychopathy Checklist-Revised (PCL-R),negative association,lower,neurodevelopmental cortical connectivity,indirect,moderate,PCL-R Factor 1 scores (interpersonal/affective traits) predicted less LGI within the right MCC and adjacent dorsomedial frontal cortex and greater LGI in bilateral occipital cortex.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,criminal psychopathy,cortical gyrification,lower,"The sentence clearly supports the claim of a negative association between criminal psychopathy and cortical gyrification, specifically lower gyrification in certain brain regions and greater gyrification in others.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""criminal psychopathy"",
  ""corrected_feature_type"": ""cortical gyrification"",
  ""corrected_direction"": ""lower"",
  ""rationale"": ""The sentence clearly supports the claim of a negative association between criminal psychopathy and cortical gyrification, specifically lower gyrification in certain brain regions and greater gyrification in others.""
}"
76,40260305,Effective connectivity analysis of response inhibition functional network.,2025,Frontiers in neuroscience,motor impulsivity functional connectivity,"salience network (SN), right and left executive control networks (ECNs), ventral default mode network (vDMN), somatomotor network (SMN)",functional connectivity,motor impulsivity,response inhibition,causal influence,unclear,"interhemispheric integration, causal excitatory modulation",direct,significant,"We observed a significant causal inhibitory influence from the vDMN to the left ECN (lECN). Under conditions of unsuccessful response inhibition, the SN, bilateral ECNs, and somatomotor network (SMN) were found to be prominently activated. Furthermore, we identified a significant correlation between the inhibitory influence from the SMN to the SN and the commission error rate. Finally, correlation analyses between self-reported impulsivity levels and causal network interactions revealed that highly impulsive individuals require greater interhemispheric integration between the right and left ECNs for effective inhibition, as well as a causal excitatory modulation from the right executive control network (rECN) to the vDMN.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,functional connectivity,causal influence from vDMN to lECN,"The sentence directly supports the claim by stating a causal influence from the vDMN to the left ECN, which matches the relationship and direction of the claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""motor impulsivity"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""causal influence from vDMN to lECN"",
  ""rationale"": ""The sentence directly supports the claim by stating a causal influence from the vDMN to the left ECN, which matches the relationship and direction of the claim.""
}"
77,31427669,The Effect of Mindfulness Meditation on Impulsivity and its Neurobiological Correlates in Healthy Adults.,2019,Scientific reports,Barratt Impulsiveness Scale fMRI,"frontostriatal, cortico-striatal-thalamic",structural connectivity,impulsivity (general),healthy adults,no change,unclear,mindfulness intervention,indirect,moderate,"an eight-week mindfulness intervention did not reduce impulsivity on the go/no-go task or Barratt Impulsiveness Scale (BIS-11), nor produce changes in neural correlates of impulsivity (i.e. frontostriatal gray matter, functional connectivity, and dopamine levels) compared to active or wait-list control groups.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),structural connectivity,no change,"The sentence clearly states that the mindfulness intervention did not reduce impulsivity or produce changes in neural correlates of impulsivity, which directly supports the claim.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""structural connectivity"",
  ""corrected_direction"": ""no change"",
  ""rationale"": ""The sentence clearly states that the mindfulness intervention did not reduce impulsivity or produce changes in neural correlates of impulsivity, which directly supports the claim.""
}"
78,18479820,An event-related fMRI study on risk taking by healthy individuals of high or low impulsiveness.,2008,Neuroscience letters,Barratt Impulsiveness Scale fMRI,"insula-orbitofrontal-parietal regions, lateral prefrontal and anterior cingulate regions",unknown,impulsivity (general),scores on the Barratt Impulsiveness Scale (BIS),association,higher,comprehension of cognitive and affective information associated with risk-taking decision making,indirect,moderate,We demonstrated that a stronger activation in the insula-orbitofrontal-parietal regions was found in the high impulsiveness group compared to the low impulsiveness group.,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),unknown,higher,The sentence clearly supports the extracted claim by stating a higher activation in the insula-orbitofrontal-parietal regions in the high impulsiveness group compared to the low impulsiveness group.,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""unknown"",
  ""corrected_direction"": ""higher"",
  ""rationale"": ""The sentence clearly supports the extracted claim by stating a higher activation in the insula-orbitofrontal-parietal regions in the high impulsiveness group compared to the low impulsiveness group.""
}"
79,40334458,Temporal variability-based alternations in dynamic functional networks in internet gaming disorder.,2025,Journal of psychiatric research,attentional impulsivity resting-state fMRI,"default mode network (DMN), ventral attention network (VAN), sensorimotor network (SMN), limbic network (LN)",BOLD variability,unknown,resting-state fMRI data,"decreased within-network variability in DMN, increased within-network temporal variability in VAN, increased between-network temporal variability in SMN and VAN, SMN and LN, VAN and LN",unclear,"impaired executive inhibitory functions and attention, imbalances between sensory-attention, sensory-emotion, and emotion-motivation functions",direct,strong,"Compared to RGUs, IGD individuals exhibited decreased within-network variability in the default mode network (DMN), increased within-network temporal variability in the ventral attention network (VAN), and increased between-network temporal variability in sensorimotor network (SMN) and VAN, SMN and limbic network (LN), VAN and LN.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,IGD individuals,BOLD variability,"decreased within-network variability in DMN, increased within-network temporal variability in VAN, increased between-network temporal variability in SMN and VAN, SMN and LN, VAN and LN","The sentence clearly supports the extracted claim, mentioning IGD individuals as the phenotype, BOLD variability as the feature type, and the specified relationships between brain systems. The direction is also clearly supported as decreased within-network variability in DMN, increased within-network temporal variability in VAN, and increased between-network temporal variability in SMN and VAN, SMN and LN, VAN and LN.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""IGD individuals"",
  ""corrected_feature_type"": ""BOLD variability"",
  ""corrected_direction"": ""decreased within-network variability in DMN, increased within-network temporal variability in VAN, increased between-network temporal variability in SMN and VAN, SMN and LN, VAN and LN"",
  ""rationale"": ""The sentence clearly supports the extracted claim, mentioning IGD individuals as the phenotype, BOLD variability as the feature type, and the specified relationships between brain systems. The direction is also clearly supported as decreased within-network variability in DMN, increased within-network temporal variability in VAN, and increased between-network temporal variability in SMN and VAN, SMN and LN, VAN and LN.""
}"
80,30504061,Relationship between quality of life in young adults and impulsivity/compulsivity✰.,2019,Psychiatry research,Barratt Impulsiveness Scale neuroimaging,,unknown,unknown,,worse quality of life,higher,,direct,significant,"Worse quality of life was also significantly explained by higher impulsiveness on the Barratt scale, and by relative impairments in extra-dimensional set-shifting and quality of decision-making.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,quality of life,impulsiveness,higher,"The sentence clearly supports the claim with a direct relationship between quality of life and impulsiveness, with a higher level of impulsiveness associated with a worse quality of life.",,"{""support_score"": 2, ""decision"": ""keep"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": true, ""overclaiming"": false, ""corrected_phenotype"": ""quality of life"", ""corrected_feature_type"": ""impulsiveness"", ""corrected_direction"": ""higher"", ""rationale"": ""The sentence clearly supports the claim with a direct relationship between quality of life and impulsiveness, with a higher level of impulsiveness associated with a worse quality of life.""}"
81,15309395,Negative correlation between right prefrontal activity during response inhibition and impulsiveness: a fMRI study.,2004,European archives of psychiatry and clinical neuroscience,Barratt Impulsiveness Scale fMRI,right dorsolateral prefrontal cortex (RDLPFC),unknown,motor impulsivity,Go/No-Go task,negative correlation,lower,response inhibition,direct,strong,A negative correlation was observed between the motor impulsiveness of BIS-11 and No-Go-related activation in the right dorsolateral prefrontal cortex (RDLPFC).,no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,motor impulsivity,activation,lower,,,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""motor impulsivity"",
  ""corrected_feature_type"": ""activation"",
  ""corrected_direction"": ""lower"",
  ""rationale"": null
}"
82,42146757,Resting-State Functional Connectivity Alterations in Pediatric Survivors of Severe COVID-19: An Exploratory Case-Control Study.,2026,Sage open pediatrics,impulsivity resting state functional connectivity,,unknown,impulsivity (general),post-COVID,showed,lower,,unclear,,"In an exploratory subset (8 post-COVID, 12 controls), 50% of post-COVID children had abnormally low Timeliness and 25% low Impulsivity MOXO-d-CPT z-scores, whereas no controls were abnormal.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,1,revise,yes,yes,yes,yes,no,no,impulsivity (general),behavioral,lower,"The sentence partially supports the claim, but the feature type is not explicitly stated. The sentence does not name both phenotype and feature, so directness is not fully supported.",,"{""support_score"": 1, ""decision"": ""revise"", ""phenotype_supported"": true, ""feature_supported"": true, ""relationship_supported"": true, ""direction_supported"": true, ""directness_supported"": false, ""overclaiming"": false, ""corrected_phenotype"": ""impulsivity (general)"", ""corrected_feature_type"": ""behavioral"", ""corrected_direction"": ""lower"", ""rationale"": ""The sentence partially supports the claim, but the feature type is not explicitly stated. The sentence does not name both phenotype and feature, so directness is not fully supported.""}"
83,41098856,The CB1 receptor: linking impulsivity and substance use disorder.,2025,Frontiers in neuroscience,trait impulsivity functional connectivity,"hippocampus, cerebellum, prefrontal cortex",functional connectivity,impulsivity (general),substance use disorders (SUDs),modulation of impulsive behavior,unclear,CB1R signaling,indirect,strong,"In particular, the hippocampus and cerebellum contribute to the modulation of impulsive behavior through their connectivity with prefrontal and limbic circuits.",no,evidence_strength not a number,yes,yes,yes,,,,,,,,,,llama-3.1-8b-instruct,2,keep,yes,yes,yes,yes,yes,no,impulsivity (general),functional connectivity,modulation of impulsive behavior,"The sentence clearly supports the phenotype, feature, relationship, and direction/directness when stated.",,"{
  ""support_score"": 2,
  ""decision"": ""keep"",
  ""phenotype_supported"": true,
  ""feature_supported"": true,
  ""relationship_supported"": true,
  ""direction_supported"": true,
  ""directness_supported"": true,
  ""overclaiming"": false,
  ""corrected_phenotype"": ""impulsivity (general)"",
  ""corrected_feature_type"": ""functional connectivity"",
  ""corrected_direction"": ""modulation of impulsive behavior"",
  ""rationale"": ""The sentence clearly supports the phenotype, feature, relationship, and direction/directness when stated.""
}"
