set,row_id,extractor,supporting_sentence,canonical_claim_text,trackb_original_decision,trackb_support_score,human_eval1,human_eval2,minicheck-bespoke-7b_score,minicheck-bespoke-7b_native_pred,minicheck-flan-t5_score,minicheck-flan-t5_native_pred,alignscore-large-official_score,alignscore-large-official_native_pred,deberta-nli_score,deberta-nli_native_pred
s300,gptv_0167,Qwen 2.5 7B,"For the middle frontal gyrus, non-MDD participants showed a strong positive association between cortical thickness and BIS-11 Motor scores, while MDD-diagnosed participants showed a negative association.","In MDD, impulsivity (general) is moderates the neural feature.",revise,1,,,0.033082,0,0.015994,0,0.006095,,0.000531,revise
s300,gptv_0168,Qwen 2.5 7B,,impulsivity (general) is associated with the neural feature.,revise,1,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0169,Llama 3.1 8B,"Low levels of striatal and midbrain D2-type receptor availability correlate with self-reported impulsivity, whereas striatal D2-type receptor availability shows positive correlation with motor response inhibition and cognitive flexibility.",motor impulsivity is correlated with higher functional connectivity.,keep,2,,,0.004609,0,0.034113,0,0.005137,,0.001115,drop
s300,gptv_0170,Llama 3.1 8B,"These changes may underlie the core symptoms of IA, which include emotional regulation disorder, distraction, and impaired executive control.","In Internet addiction, impulsivity (general) is associated with functional connectivity.",drop,0,,,0.014063,0,0.048280,0,0.018364,,0.037048,revise
s300,gptv_0171,Mistral 7B,Prenatal cocaine exposure (PCE) is linked to addiction and obesity vulnerability. Neural responses to stressful and appetitive cues in adolescents with PCE versus those without have been differentially linked to substance-use initiation.,the phenotype is associated with functional connectivity.,drop,0,,,0.060079,0,0.114557,0,0.053873,,0.001084,revise
s300,gptv_0172,Llama 3.1 8B,Resting-state functional connectivity (rsFC) has been proposed as a promising biomarker of decision-making.,"In impulsive-compulsive spectrum patients, impulsivity (general) is correlated with functional connectivity.",drop,0,,,0.053395,0,0.050250,0,0.001268,,0.000660,revise
s300,gptv_0173,Qwen 2.5 7B,"Cocaine-dependent individuals showed significant negative correlations between amygdalar volumes and scores on the BIS-11 Attentional subscale, and this relationship differed significantly from the non-significant relationship in healthy comparison subjects.","In cocaine-dependent individuals, nonplanning impulsivity is correlated with lower structural connectivity.",keep,2,,,0.012431,0,0.056038,0,0.008635,,0.841309,keep
s300,gptv_0174,Mistral 7B,"Poor sleep quality was related to greater affect-related impulsivity among adolescents with low, but not high, connectivity.",impulsivity (general) is associated with functional connectivity.,revise,1,,,0.201744,0,0.065306,0,0.025911,,0.015465,revise
s300,gptv_0175,Llama 3.1 8B,"Combining positively and negatively impulsivity-linked RSFC outperformed either alone in predicting current IGD severity (training r = 0.73, p < 0.0001; testing r = 0.27, p = 0.009; higher than two single-pattern models, p = 0.028 and p < 0.0001, respectively).","In internet gaming disorder, impulsivity (general) is associated with functional connectivity.",keep,2,,,0.622201,1,0.047887,0,0.032199,,0.018814,revise
s300,gptv_0176,Mistral 7B,Differences in impulsivity exist between moderate and severe groups.,"In remitted major depressive disorder, impulsivity (general) is associated with the neural feature.",revise,1,,,0.022976,0,0.030237,0,0.006558,,0.001679,revise
s300,gptv_0177,Llama 3.1 8B,Oxidative stress plays a critical role in the development and manifestation of ADHD symptoms.,"In ADHD, impulsivity (general) is associated with the neural feature.",keep,2,,,0.085086,0,0.025688,0,0.015360,,0.001776,revise
s300,gptv_0178,Mistral 7B,"In the first two studies, we demonstrated in both children (N  =  245) and adults (N  =  581) that head motion, estimated from resting-state functional MRI, was reliably correlated with impulsivity scores.",impulsivity (general) is predictive of higher functional connectivity.,revise,1,,,0.037323,0,0.034819,0,0.001156,,0.007759,revise
s300,gptv_0179,Mistral 7B,Individuals with food addiction showed greater connectivity between regions of the reward network suggesting dysregulation of the dopaminergic pathway.,"In food addiction, impulsivity (general) is associated with higher functional connectivity.",keep,2,,,0.222623,0,0.073698,0,0.010701,,0.002352,revise
s300,gptv_0180,Qwen 2.5 7B,"Highlighting dopamine as a key player in pair bonds and non-social cognition will provide evidence that pair bonding can alter general cognitive processes like attention, working memory, cognitive flexibility, and impulse control.",attentional impulsivity is associated with functional connectivity.,revise,1,,,0.047421,0,0.038719,0,0.255189,,0.002041,revise
s300,gptv_0181,Qwen 2.5 7B,"alterations in grey matter volume in key structures, such as the prefrontal cortex (orbitofrontal, ventromedial, and dorsolateral), temporal lobe (amygdala and hippocampus), cingulate cortex, and insula, are associated with impulsivity, a lack of empathy, and aggressiveness.",impulsivity (general) is associated with structural connectivity.,keep,2,,,0.268852,0,0.089258,0,0.073988,,0.429688,revise
s300,gptv_0182,Qwen 2.5 7B,The cortical thicknesses of the inferior-parietal lobules were significantly higher in abstainers compared with those in relapsers.,"In alcohol dependence, nonplanning impulsivity is predictive of the neural feature.",drop,0,,,0.025955,0,0.028285,0,0.003465,,0.005257,revise
s300,gptv_0183,Llama 3.1 8B,"Altered striatal development contributes to core deficits in motor and inhibitory control, impulsivity, and inattention associated with attention-deficit/hyperactivity disorder and may likewise play a role in deficient reward processing and emotion regulation in psychosis and depression.","In general population, impulsivity (general) is associated with the neural feature.",revise,1,,,0.377372,0,0.112116,0,0.043630,,0.016907,revise
s300,gptv_0184,Qwen 2.5 7B,,impulsivity (general) is associated with the neural feature.,drop,0,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0185,Mistral 7B,"Discount rate (transformed k) correlated with functional connectivity between the DS and dorsal lateral prefrontal cortex (dlPFC), consistent with previous findings indicating that DS-dlPFC circuitry may regulate impulsivity.",impulsivity (general) is associated with functional connectivity.,keep,2,,,0.651038,1,0.046446,0,0.099837,,0.011040,revise
s300,gptv_0186,Mistral 7B,D2/3 receptor availability was associated with stronger connectivity between the cingulate cortex and hippocampus of high- vs low-impulsive rats.,impulsivity (general) is associated with functional connectivity.,keep,2,,,0.754674,1,0.079189,0,0.180342,,0.017151,revise
s300,gptv_0187,Qwen 2.5 7B,"current users exhibited reduced functional connectivity between key nodes involved in emotional and cognitive regulation, in particular reduced connectivity between the amygdala and default-mode network (DMN) and between the dorsal attention network (DAN) and a frontal node encompassing the superior and inferior frontal gyri (SFG/IFG) and the anterior cingulate cortex (ACC)",impulsivity (general) is associated with lower functional connectivity in the default mode network.,keep,2,,,0.095330,0,0.113258,0,0.021386,,0.001795,revise
s300,gptv_0188,Llama 3.1 8B,Recent studies have highlighted dynamic changes in functional connectivity patterns among ADHD children.,"In ADHD, impulsivity (general) is associated with dynamic connectivity.",drop,0,,,0.106671,0,0.053928,0,0.002208,,0.000407,revise
s300,gptv_0189,Llama 3.1 8B,"In vivo recorded STN neural activity encoded impulsive action as a separable state from basic motor control, characterized by decoupled STN/substantia nigra pars reticulata (SNr) mesoscale networks.",impulsivity (general) is associated with functional connectivity.,keep,2,,,0.377341,0,0.052150,0,0.040660,,0.021362,revise
s300,gptv_0190,Qwen 2.5 7B,"Furthermore, the left prefrontal-parietal connectivity was associated with suicidal ideation and levels of impulsivity, but RSFC of the left prefrontal cortex with the rACC was correlated exclusively with impulsivity levels and was not related to suicidal ideation in the ATT group.","In young depressed patients with suicide attempts, impulsivity (general) is associated with higher functional connectivity.",revise,1,,,0.407103,0,0.205621,0,0.031527,,0.002205,revise
s300,gptv_0191,Llama 3.1 8B,"The Barratt Impulsivity Scale-motor (P < .001), Barratt Impulsivity Scale-non-planning dimension (P < .001), and Barratt Impulsivity Scale-total scores (P < .001) of the patients were significantly higher when compared to the controls.","In antisocial personality disorder, impulsivity (general) is associated with the neural feature.",keep,2,,,0.009708,0,0.030823,0,0.003739,,0.001534,revise
s300,gptv_0192,Qwen 2.5 7B,"The ALFF values in the orbital part of the left superior frontal gyrus (SFG) were lower in IGDm than in HCm, which were negatively correlated with BIS-11 scores.","In Internet gaming disorder, nonplanning impulsivity is correlated with lower BOLD variability.",keep,2,,,0.008577,0,0.036083,0,0.004218,,0.015869,revise
s300,gptv_0193,Llama 3.1 8B,Altered within- and between-network rs-FC showed significant association with clinical characteristics such as the severity of addiction in BA and duration of substance usage in SUD.,"In addiction, impulsivity (general) is associated with the neural feature.",revise,1,,,0.025955,0,0.037485,0,0.007904,,0.001176,revise
s300,gptv_0194,Llama 3.1 8B,Trait urgency measures showed significant correlations with the functional connectivity of the posterior cingulate cortex/precuneus seed with the thalamus and midbrain region.,"In healthy humans, impulsivity (general) is associated with BOLD variability in the default mode network.",revise,1,,,0.067537,0,0.016256,0,0.003509,,0.001040,revise
s300,gptv_0195,Llama 3.1 8B,The right pallidum was positively correlated with disease severity.,"In ADHD, impulsivity (general) is correlated with the neural feature.",revise,1,,,0.047420,0,0.145309,0,0.007555,,0.001679,revise
s300,gptv_0196,Llama 3.1 8B,"BD patients revealed significant inverse correlations between the GMV in the right precentral gyrus and CTQ scores (r=-0.609, p<0.0003); between the GMV in the left middle frontal gyrus and BAI scores (r=-0.363, p=0.044).","In bipolar disorder, impulsivity (general) is correlated with the neural feature.",keep,2,,,0.268805,0,0.101970,0,0.078325,,0.668945,keep
s300,gptv_0197,Qwen 2.5 7B,"Specifically, ALFF is positively associated with the activity of both the right inferior parietal lobule and the left caudate.",impulsivity (general) is associated with higher BOLD variability.,drop,0,,,0.010986,0,0.045092,0,0.005839,,0.001298,revise
s300,gptv_0198,Mistral 7B,The Barratt Impulsivity Scale-total scores of the patients were significantly higher when compared to the controls.,"In Antisocial Personality Disorder, impulsivity (general) is associated with the neural feature.",keep,2,,,0.008577,0,0.026604,0,0.007822,,0.001181,revise
s300,gptv_0199,Mistral 7B,"Acupuncture has been demonstrated to be effective in alleviating IA; however, the mechanism is not yet clear.","In internet addiction, the phenotype is modulating functional connectivity.",drop,0,,,0.012431,0,0.014888,0,0.003371,,0.003078,revise
s300,gptv_0200,Mistral 7B,Veterans with prior suicide attempt had altered connectivity networks characteristics in the white matter.,"In veterans with suicide attempts, impulsivity (general) is associated with structural connectivity.",revise,1,,,0.106670,0,0.040275,0,0.003044,,0.000579,revise
s300,gptv_0201,Llama 3.1 8B,,the phenotype is associated with the neural feature.,drop,0,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0202,Llama 3.1 8B,"Compared to abstainers, relapsers showed higher inattention and non-planning impulsivity on the 11th version of the Barratt Impulsive Scale.","In alcohol dependence, impulsivity (general) is predictive of the neural feature.",drop,0,,,0.029310,0,0.060207,0,0.009623,,0.006630,revise
s300,gptv_0203,Qwen 2.5 7B,Factor 2 scores were also positively correlated with functional connectivity between several areas of the prefrontal cortex.,"In psychopathy, impulsivity (general) is associated with higher functional connectivity.",revise,1,,,0.033083,0,0.033217,0,0.005745,,0.004028,revise
s300,gptv_0204,Qwen 2.5 7B,"Adults with high impulsiveness, loneliness, and BIS should be treated with caution for preventing Internet addiction.","In attention-deficit/hyperactivity disorder (ADHD), impulsivity (general) is predictive of the neural feature.",drop,0,,,0.025955,0,0.088014,0,0.012330,,0.002394,revise
s300,gptv_0205,Llama 3.1 8B,An important question thus centers on the extent to which cerebellar function can be linked to transdiagnostic dimensions of psychopathology.,"In transdiagnostic, impulsivity (general) is associated with functional connectivity.",drop,0,,,0.015905,0,0.037448,0,0.005703,,0.001204,revise
s300,gptv_0206,Qwen 2.5 7B,"In particular, girls showed greater within-network connectivity in two motor networks with more alcohol consumption, and these effects were mediated by sensation-seeking only in girls.",nonplanning impulsivity is associated with functional connectivity.,keep,2,,,0.119177,0,0.053341,0,0.094790,,0.376221,revise
s300,gptv_0207,Mistral 7B,IGD relative to RGU subjects showed higher dorsal-striatum-to-MFG functional connectivity.,"In internet gaming disorder, impulsivity (general) is associated with higher functional connectivity.",keep,2,,,0.085082,0,0.047921,0,0.056300,,0.000974,revise
s300,gptv_0208,Qwen 2.5 7B,"We chose these regions as the seeding areas for the resting-state analysis and found that IGD subjects showed decreased functional connectivity between several cortical regions and our seeds, including the insula, and temporal and occipital cortices.","In Internet Gaming Disorder, impulsivity (general) is associated with lower functional connectivity.",revise,1,,,0.106672,0,0.038714,0,0.000601,,0.001553,revise
s300,gptv_0209,Qwen 2.5 7B,,impulsivity (general) is associated with functional connectivity.,drop,0,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0210,Qwen 2.5 7B,,attentional impulsivity is associated with the neural feature.,drop,0,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0211,Llama 3.1 8B,"Compared with the nonsmokers with IGA, the smokers with IGA exhibited decreased rsFC with PCC in the right rectus gyrus.","In Internet gaming addiction, impulsivity (general) is associated with lower functional connectivity.",keep,2,,,0.022976,0,0.028474,0,0.004111,,0.000722,revise
s300,gptv_0212,Llama 3.1 8B,"In women, log k was found to be positively correlated with the rsFC between rDMPFC and anterior cingulate cortex/right orbitofrontal cortex. In contrast, in men, log k was negatively correlated with rsFC between rDMPFC and left orbitofrontal cortex/right precuneus.",impulsivity (general) is correlated with functional connectivity.,keep,2,,,0.320667,0,0.226379,0,0.016996,,0.001440,revise
s300,gptv_0213,Llama 3.1 8B,PPI analyses showed that there was a significantly decreased functional connectivity between the right caudate and right dorsolateral prefrontal cortex (DLPFC) when watching BQ related images than control images in individuals with BQD.,"In betel quid dependency, impulsivity (general) is associated with higher functional connectivity in the frontostriatal circuit.",drop,0,,,0.037322,0,0.024894,0,0.004070,,0.005348,drop
s300,gptv_0214,Llama 3.1 8B,"Compared to RGUs, IGD individuals exhibited decreased within-network variability in the default mode network (DMN), increased within-network temporal variability in the ventral attention network (VAN), and increased between-network temporal variability in sensorimotor network (SMN) and VAN, SMN and limbic network (LN), VAN and LN.","In internet gaming disorder, attentional impulsivity is correlated with lower dynamic connectivity in the default mode network.",keep,2,,,0.132932,0,0.064938,0,0.356761,,0.091919,revise
s300,gptv_0215,Mistral 7B,"We discuss translational biomarker strategies that may help turn this tide. Following an approach patterned on an endophenotype approach to complex behavioral traits, we hypothesize that relatively simple biological measures should be sought that can be obtained both in experimental animals and in humans, and that may be responsive to alcoholism medications. These biomarkers have to be tailored to the specific mechanism targeted by candidate medications and may in fact also help identify biologically more homogeneous subpopulations of patients. We introduce as examples alcohol-induced dopamine (DA) release, measures of central glutamate levels, and network connectivity, and discuss our experience to date with these biomarker strategies.",the phenotype is associated with functional connectivity.,drop,0,,,0.148014,0,0.121638,0,0.152257,,0.031174,revise
s300,gptv_0216,Llama 3.1 8B,The VBM analysis showed that impulsivity appears to be reliant on a network of cortical (medial prefrontal cortex and dorsolateral prefrontal cortex) and subcortical (ventral striatum) structures emphasizing the importance of brain networks associated with reward related decision-making in daily life as morphological biomarkers for impulsivity in a normal healthy population.,"In healthy, impulsivity (general) is associated with the neural feature.",revise,1,,,0.754616,1,0.699049,1,0.710663,,0.972656,keep
s300,gptv_0217,Mistral 7B,"Results from mediation analysis demonstrated that PROG reduces impulsivity, as measured by BAS-drive, by decreasing BEN in the left DLPFC and subsequently increasing functional connectivity (FC) within this region.",impulsivity (general) is associated with functional connectivity.,keep,2,,,0.377357,0,0.029906,0,0.045814,,0.059326,revise
s300,gptv_0218,Mistral 7B,The findings of this study suggest conceptualizing reward dysfunction in BD + AUD by the potential interaction between blunted reward responsivity and deficient inhibitory control may help guide treatment development strategies.,"In co-occurring bipolar disorder and alcohol use disorder, impulsivity (general) is associated with functional connectivity.",drop,0,,,0.022976,0,0.042379,0,0.011656,,0.098938,revise
s300,gptv_0219,Mistral 7B,"The relationship between impulsivity measured by delay discounting and functional and effective connectivity of the ECN, DMN, and SN was examined.","In cocaine dependent subjects, impulsivity (general) is associated with functional connectivity.",revise,1,,,0.106665,0,0.043976,0,0.002534,,0.000193,revise
s300,gptv_0220,Qwen 2.5 7B,"This approach is supported by converging multimodal evidence, including lesion-based maps, functional MRI-based maps, tES studies, TMS studies, and dose-response relationships.",impulsivity (general) is associated with functional connectivity.,drop,0,,,0.022975,0,0.044373,0,0.008787,,0.000692,revise
s300,gptv_0221,Mistral 7B,Resting-state functional magnetic resonance imaging (rs-fMRI) provides critical insights into the functional architecture of the brain in ADHD.,"In ADHD, impulsivity (general) is associated with BOLD variability.",drop,0,,,0.047419,0,0.024586,0,0.001702,,0.001323,revise
s300,gptv_0222,Llama 3.1 8B,Mindfulness interventions have been indicated to improve executive functions to varying degrees in individuals with IGD.,"In Internet Gaming Disorder, impulsivity (general) is associated with the neural feature.",revise,1,,,0.029309,0,0.043307,0,0.035634,,0.053131,revise
s300,gptv_0223,Qwen 2.5 7B,"However, other impulsivity types, and interactions were not associated with a history of SI or SB.","In first episode psychosis, impulsivity (general) is associated with the neural feature.",drop,0,,,0.012431,0,0.062837,0,0.007956,,0.001423,drop
s300,gptv_0224,Mistral 7B,Individuals who engage in binge drinking behaviors may show evidence of impaired cognitive function and emotional dysregulation.,"In Alcohol Use Disorders (AUD), impulsivity (general) is associated with functional connectivity.",drop,0,,,0.033083,0,0.050906,0,0.009484,,0.007965,revise
s300,gptv_0225,Qwen 2.5 7B,IGD participants showed lower functional connectivity between the dorsal lateral prefrontal cortex (DLPFC) and other regions in the CEN than HC participants during resting state.,"In Internet gaming disorder, impulsivity (general) is correlated with lower functional connectivity.",keep,2,,,0.201746,0,0.036589,0,0.003499,,0.000684,revise
s300,gptv_0226,Llama 3.1 8B,The key finding is a negative relationship between high sensation seeking tendency and midbrain structural volume in the heroin users.,"In heroin abusers, impulsivity (general) is associated with lower structural connectivity in the reward system.",keep,2,,,0.047420,0,0.054600,0,0.473942,,0.093140,revise
s300,gptv_0227,Qwen 2.5 7B,"Compared to controls, both clinical groups reported higher levels of impulsivity on the BIS-11","In obsessive-compulsive disorder, eating disorder, impulsivity (general) is associated with the neural feature.",keep,2,,,0.022976,0,0.030544,0,0.002404,,0.002605,revise
s300,gptv_0228,Qwen 2.5 7B,Altered functional connectivity in networks including the inhibitory control network and reward processing network confers risk for greater impulsivity and substance use.,impulsivity (general) is associated with functional connectivity.,keep,2,,,0.835243,1,0.156387,0,0.391259,,0.929688,keep
s300,gptv_0229,Mistral 7B,The results of mediation demonstrated that stressful life events and correlated functional connectivity mediated the association between TA and IA.,impulsivity (general) is predictive of functional connectivity.,revise,1,,,0.017985,0,0.036638,0,0.004771,,0.000627,revise
s300,gptv_0230,Qwen 2.5 7B,"Resting-state functional connectivity revealed the two systems were organised into four specialised communities of default-mode, cingulo-insular, fronto-parietal, and temporal regions.",impulsivity (general) is associated with functional connectivity.,drop,0,,,0.022975,0,0.020436,0,0.006743,,0.000323,revise
s300,gptv_0231,Qwen 2.5 7B,Functional connectivity between the LC and ACC was positively associated with the degree of motor impulsivity in the total group.,"In borderline personality disorder, motor impulsivity is associated with higher functional connectivity.",keep,2,,,0.033082,0,0.065213,0,0.116022,,0.003071,revise
s300,gptv_0232,Llama 3.1 8B,"The strength of the negative network mediated the relationship between OSA and impulsivity, highlighting that the negative network underlies the impulsivity characteristic of OSA.","In online shopping addiction, impulsivity (general) is associated with functional connectivity in the default mode network.",keep,2,,,0.042083,0,0.015434,0,0.017229,,0.001439,revise
s300,gptv_0233,Llama 3.1 8B,"We observed reduced rsFC between the left dorsolateral prefrontal cortex (DLPFC) and the left precentral and the postcentral gyri and the supplementary motor area (SMA), which also correlated with increased IAT (Young''s internet addiction test) scores.","In internet gaming disorder, the phenotype is moderates functional connectivity.",keep,2,,,0.164463,0,0.695791,1,0.007552,,0.199707,revise
s300,gptv_0234,Mistral 7B,"We found that the resting-state functional connectivity of the brain regions in these networks was significantly correlated with participants' discounting rate, a behavioral index of impulsivity during the DDT.",impulsivity (general) is predictive of functional connectivity.,revise,1,,,0.678872,1,0.050644,0,0.061595,,0.862793,keep
s300,gptv_0235,Qwen 2.5 7B,"Functional imaging analyses further identified that brain activation strengths and patterns related to delay length, particularly in the dorsomedial prefrontal cortex, superior parietal lobule, and cerebellum, were associated with GPT.","impulsivity (general) is associated with functional connectivity in the Default Mode Network, Fronto-Parietal Network, Visual Network.",revise,1,,,0.015905,0,0.015429,0,0.005551,,0.001542,revise
s300,gptv_0236,Mistral 7B,"These changes may underlie the core symptoms of IA, which include emotional regulation disorder, distraction, and impaired executive control.",impulsivity (general) is associated with functional connectivity.,drop,0,,,0.029309,0,0.040972,0,0.053677,,0.004513,revise
s300,gptv_0237,Mistral 7B,"TD patients (without ADHD) with IEO compared to TD without IEO, showed altered connectivity pattern among the orbito-frontal cortex, amygdala and hippocampus.","In Tourette disorder, impulsivity (general) is associated with functional connectivity.",keep,2,,,0.182365,0,0.094887,0,0.003282,,0.015961,revise
s300,gptv_0238,Mistral 7B,individuals with BAs exhibit hypo-connectivity within the fronto-parietal network (FN) and hypo- and hyper-connectivity within the ventral attention network (VAN),impulsivity (general) is associated with functional connectivity.,keep,2,,,0.348483,0,0.038549,0,0.026532,,0.000622,revise
s300,gptv_0239,Qwen 2.5 7B,,impulsivity (general) is mediates functional connectivity.,revise,1,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0240,Mistral 7B,"rs-FC findings illustrated that BA were characterized as abnormal networks in response to inhibition, salience attribution, self-referential mental process, and reward-driven behaviors.","In behavioral addiction, impulsivity (general) is associated with functional connectivity.",revise,1,,,0.119174,0,0.066904,0,0.019710,,0.134888,revise
s300,gptv_0241,Llama 3.1 8B,The results indicated that the prefrontal cortex (PFC) and temporal regions were less active during AUT in the SAT group than in the HC group.,"In smartphone addiction, impulsivity (general) is associated with higher functional connectivity.",drop,0,,,0.008577,0,0.025171,0,0.004474,,0.001457,revise
s300,gptv_0242,Llama 3.1 8B,"Relative to TDC, children with ADHD had lower structural connectivity and network efficiency in the DMN, without significant group differences in functional networks.","In ADHD, attentional impulsivity is correlated with the neural feature.",keep,2,,,0.053396,0,0.027770,0,0.000741,,0.004723,revise
s300,gptv_0243,Llama 3.1 8B,"Intrinsic network FC also correlated with higher impulsivity in CCS-dependent individuals (P < 0.05, AlphaSim corrected).","In codeine-containing cough syrup dependence, impulsivity (general) is correlated with higher functional connectivity.",keep,2,,,0.651027,1,0.231912,0,0.041078,,0.935547,keep
s300,gptv_0244,Mistral 7B,The Barratt Impulsivity Scale (BIS) was among the surveys included in the study.,impulsivity (general) is associated with the neural feature.,drop,0,,,0.022976,0,0.036616,0,0.009605,,0.002861,revise
s300,gptv_0245,Mistral 7B,"UHR subjects were more impulsive than HC subjects in terms of attention, motor, and non-planning scores.","In ultra-high risk for psychosis, impulsivity (general) is associated with the neural feature.",keep,2,,,0.060078,0,0.032628,0,0.010860,,0.008499,revise
s300,gptv_0246,Qwen 2.5 7B,Homozygosity of the 10R allele was associated with greater fronto-striatal BOLD response than genotypes with at least one 9R allele.,impulsivity (general) is associated with higher BOLD variability in the fronto-striatal.,keep,2,,,0.060076,0,0.066226,0,0.016564,,0.000840,revise
s300,gptv_0247,Llama 3.1 8B,"Across subjects, stronger ventral striatum-seeded connectivity predicted reduced impulsivity in everyday life.","In healthy individuals, impulsivity (general) is predictive of lower functional connectivity.",keep,2,,,0.244992,0,0.060400,0,0.005402,,0.017731,revise
s300,gptv_0248,Mistral 7B,"Our results identified four functional networks activated during correct motor response inhibition: the salience network (SN), the right and left executive control networks (ECNs), and the ventral default mode network (vDMN).",nonplanning impulsivity is associated with functional connectivity.,drop,0,,,0.148012,0,0.043877,0,0.307472,,0.038727,revise
s300,gptv_0249,Qwen 2.5 7B,"Furthermore, this model successfully predicted non-planning impulsiveness, motor impulsiveness, and BIS total score, but failed for attentional impulsiveness in BD-I.","In bipolar disorder type I, nonplanning impulsivity is predictive of lower dynamic connectivity.",revise,1,,,0.022975,0,0.019481,0,0.004430,,0.003647,revise
s300,gptv_0250,Llama 3.1 8B,The frontoparietal network is known to be related to hyperactive and impulsive behaviors.,"In ADHD, impulsivity (general) is correlated with the neural feature.",revise,1,,,0.437570,0,0.467617,0,0.114994,,0.566895,keep
s300,gptv_0251,Llama 3.1 8B,"Phenotypic relationships between the measure of impulsivity and subscales of the measure of aggression (direct assault, verbal assault, indirect assault, and irritability) ranged from 0.22 to 0.51.",impulsivity (general) is associated with the neural feature.,revise,1,,,0.010986,0,0.031341,0,0.025457,,0.017075,revise
s300,gptv_0252,Llama 3.1 8B,Age was the only correlate of FC in the BGN that was consistently significant with both analyses.,impulsivity (general) is associated with functional connectivity.,drop,0,,,0.012431,0,0.026098,0,0.023503,,0.000528,drop
s300,gptv_0253,Llama 3.1 8B,Total impulsivity scores were higher for recurrent fallers (59.5) compared to non-fallers (56.8; p = 0.012).,"In Parkinson's disease, impulsivity (general) is associated with the neural feature.",keep,2,,,0.022975,0,0.032124,0,0.002125,,0.000847,revise
s300,gptv_0254,Mistral 7B,There were significant relationships between right frontoparietal network function and all three BIS domains.,nonplanning impulsivity is associated with functional connectivity.,revise,1,,,0.268833,0,0.067140,0,0.001302,,0.009842,revise
s300,gptv_0255,Qwen 2.5 7B,"Moreover, the BNST-LB and BNST-CM EC parameters were less negative in males.",impulsivity (general) is associated with dynamic connectivity.,drop,0,,,0.009708,0,0.039443,0,0.018836,,0.001723,revise
s300,gptv_0256,Llama 3.1 8B,"Only temporal subtypes of impulsivity, namely delay discounting and the BIS-11 non-planning subscale, modulated responses to food choice; both measures correlated positively with striatum activation during high versus low energy choices.",impulsivity (general) is correlated with the neural feature.,revise,1,,,0.294087,0,0.134488,0,0.299646,,0.058624,drop
s300,gptv_0257,Llama 3.1 8B,,the phenotype is associated with the neural feature.,drop,0,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0258,Qwen 2.5 7B,"By correlating perturbation-induced changes in cortical inhibition paradigms and functional connectivity of cerebral circuits, we aim to introduce a more objective measure of therapeutic efficacy and response, as opposed to relying solely on subjective clinical scales.","In young-onset mania, impulsivity (general) is correlated with the neural feature.",drop,0,,,0.010986,0,0.104755,0,0.002634,,0.000779,revise
s300,gptv_0259,Qwen 2.5 7B,"Abnormalities in corticostriatal functional connectivity are exhibited in both psychopathic and methamphetamine dependent individuals, which may contribute to criminal behavior through maladaptive and impulsive decision-making processes.","In methamphetamine dependence, psychopathy, impulsivity (general) is contributes_to higher functional connectivity.",revise,1,,,0.095327,0,0.076293,0,0.006813,,0.002325,drop
s300,gptv_0260,Qwen 2.5 7B,,impulsivity (general) is associated with the neural feature.,revise,1,,,0.000000,0,0.000000,0,0.000000,,0.000000,drop
s300,gptv_0261,Mistral 7B,This study aims to classify ADHD subtypes and assess medication effects by converting resting-state fMRI images into one-dimensional (1D) signals and extracting statistical features using Variational Mode Decomposition (VMD).,"In ADHD, impulsivity (general) is associated with functional connectivity.",drop,0,,,0.053397,0,0.026417,0,0.003777,,0.000574,revise
s300,gptv_0262,Mistral 7B,"Tactile object discrimination is an essential human skill that relies on functional connectivity between the neural substrates of motor, somatosensory and supramodal areas.",the phenotype is associated with functional connectivity.,revise,1,,,0.320698,0,0.133712,0,0.024339,,0.107178,revise
s300,gptv_0263,Mistral 7B,"The putamen-DLPFC connectivity was negatively correlated with attentional impulsivity in the OCD group, but showed a positive correlation in HCs.","In obsessive-compulsive disorder, attentional impulsivity is associated with functional connectivity.",revise,1,,,0.622230,1,0.567973,1,0.603123,,0.953613,keep
s300,gptv_0264,Llama 3.1 8B,"This developmental window is characterized by marked neuroplasticity and heightened impulsivity, a trait closely associated with increased vulnerability to substance use disorders (SUDs).",impulsivity (general) is associated with higher functional connectivity.,revise,1,,,0.007577,0,0.052706,0,0.002156,,0.001536,drop
s300,gptv_0265,Qwen 2.5 7B,"Differences in impulsivity, neuroticism, conscientiousness, facial perception accuracy, and rs-fMRI connectivity exist between moderate and severe groups.","In remitted major depressive disorder, impulsivity (general) is correlated with higher functional connectivity.",drop,0,,,0.007577,0,0.041301,0,0.007632,,0.000896,revise
