extractor,record_id,pmid,fault_type,expected,track_a_pass,schema_valid,citation_valid,sentence_present,sentence_anchored
Mistral 7B,282,40800313,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,282,40800313,word_dropped,reject,False,True,True,True,False
Mistral 7B,282,40800313,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,282,40800313,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,282,40800313,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,282,40800313,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,282,40800313,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,282,40800313,case_variant,surface,False,True,True,True,False
Mistral 7B,282,40800313,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,282,40800313,truncated_quote,surface,True,True,True,True,True
Mistral 7B,283,26767373,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,283,26767373,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,283,26767373,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,283,26767373,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,283,26767373,word_dropped,reject,False,True,True,True,False
Mistral 7B,283,26767373,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,283,26767373,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,283,26767373,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,283,26767373,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,283,26767373,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,283,26767373,case_variant,surface,False,True,True,True,False
Mistral 7B,283,26767373,truncated_quote,surface,True,True,True,True,True
Mistral 7B,285,29926324,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,285,29926324,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,285,29926324,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,285,29926324,direction_word_changed,reject,False,True,True,True,False
Mistral 7B,285,29926324,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,285,29926324,word_dropped,reject,False,True,True,True,False
Mistral 7B,285,29926324,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,285,29926324,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,285,29926324,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,285,29926324,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,285,29926324,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,285,29926324,case_variant,surface,False,True,True,True,False
Mistral 7B,285,29926324,truncated_quote,surface,True,True,True,True,True
Mistral 7B,288,25506057,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,288,25506057,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,288,25506057,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,288,25506057,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,288,25506057,word_dropped,reject,False,True,True,True,False
Mistral 7B,288,25506057,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,288,25506057,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,288,25506057,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,288,25506057,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,288,25506057,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,288,25506057,case_variant,surface,False,True,True,True,False
Mistral 7B,288,25506057,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,288,25506057,truncated_quote,surface,True,True,True,True,True
Mistral 7B,290,34606774,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,290,34606774,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,290,34606774,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,290,34606774,number_changed,reject,False,True,True,True,False
Mistral 7B,290,34606774,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,290,34606774,word_dropped,reject,False,True,True,True,False
Mistral 7B,290,34606774,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,290,34606774,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,290,34606774,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,290,34606774,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,290,34606774,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,290,34606774,case_variant,surface,False,True,True,True,False
Mistral 7B,290,34606774,truncated_quote,surface,True,True,True,True,True
Mistral 7B,291,36899209,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,291,36899209,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,291,36899209,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,291,36899209,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,291,36899209,word_dropped,reject,False,True,True,True,False
Mistral 7B,291,36899209,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,291,36899209,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,291,36899209,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,291,36899209,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,291,36899209,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,291,36899209,case_variant,surface,False,True,True,True,False
Mistral 7B,291,36899209,truncated_quote,surface,True,True,True,True,True
Mistral 7B,293,39054810,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,293,39054810,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,293,39054810,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,293,39054810,number_changed,reject,False,True,True,True,False
Mistral 7B,293,39054810,direction_word_changed,reject,False,True,True,True,False
Mistral 7B,293,39054810,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,293,39054810,word_dropped,reject,False,True,True,True,False
Mistral 7B,293,39054810,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,293,39054810,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,293,39054810,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,293,39054810,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,293,39054810,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,293,39054810,case_variant,surface,False,True,True,True,False
Mistral 7B,293,39054810,truncated_quote,surface,True,True,True,True,True
Mistral 7B,295,38847535,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,295,38847535,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,295,38847535,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,295,38847535,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,295,38847535,word_dropped,reject,False,True,True,True,False
Mistral 7B,295,38847535,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,295,38847535,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,295,38847535,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,295,38847535,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,295,38847535,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,295,38847535,case_variant,surface,False,True,True,True,False
Mistral 7B,295,38847535,truncated_quote,surface,True,True,True,True,True
Mistral 7B,297,27814639,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,297,27814639,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,297,27814639,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,297,27814639,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,297,27814639,word_dropped,reject,False,True,True,True,False
Mistral 7B,297,27814639,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,297,27814639,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,297,27814639,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,297,27814639,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,297,27814639,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,297,27814639,case_variant,surface,False,True,True,True,False
Mistral 7B,297,27814639,truncated_quote,surface,True,True,True,True,True
Mistral 7B,299,38334691,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,299,38334691,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,299,38334691,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,299,38334691,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,299,38334691,word_dropped,reject,False,True,True,True,False
Mistral 7B,299,38334691,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,299,38334691,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,299,38334691,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,299,38334691,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,299,38334691,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,299,38334691,case_variant,surface,False,True,True,True,False
Mistral 7B,299,38334691,truncated_quote,surface,True,True,True,True,True
Mistral 7B,300,37331972,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,300,37331972,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,300,37331972,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,300,37331972,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,300,37331972,word_dropped,reject,False,True,True,True,False
Mistral 7B,300,37331972,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,300,37331972,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,300,37331972,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,300,37331972,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,300,37331972,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,300,37331972,case_variant,surface,False,True,True,True,False
Mistral 7B,300,37331972,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,300,37331972,truncated_quote,surface,True,True,True,True,True
Mistral 7B,303,31880365,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,303,31880365,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,303,31880365,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,303,31880365,direction_word_changed,reject,False,True,True,True,False
Mistral 7B,303,31880365,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,303,31880365,word_dropped,reject,False,True,True,True,False
Mistral 7B,303,31880365,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,303,31880365,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,303,31880365,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,303,31880365,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,303,31880365,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,303,31880365,case_variant,surface,False,True,True,True,False
Mistral 7B,303,31880365,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,303,31880365,truncated_quote,surface,True,True,True,True,True
Mistral 7B,304,36971664,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,304,36971664,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,304,36971664,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,304,36971664,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,304,36971664,word_dropped,reject,False,True,True,True,False
Mistral 7B,304,36971664,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,304,36971664,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,304,36971664,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,304,36971664,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,304,36971664,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,304,36971664,case_variant,surface,False,True,True,True,False
Mistral 7B,304,36971664,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,304,36971664,truncated_quote,surface,True,True,True,True,True
Mistral 7B,308,41888807,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,308,41888807,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,308,41888807,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,308,41888807,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,308,41888807,word_dropped,reject,False,True,True,True,False
Mistral 7B,308,41888807,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,308,41888807,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,308,41888807,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,308,41888807,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,308,41888807,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,308,41888807,case_variant,surface,False,True,True,True,False
Mistral 7B,308,41888807,truncated_quote,surface,True,True,True,True,True
Mistral 7B,309,29277650,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,309,29277650,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,309,29277650,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,309,29277650,number_changed,reject,False,True,True,True,False
Mistral 7B,309,29277650,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,309,29277650,word_dropped,reject,False,True,True,True,False
Mistral 7B,309,29277650,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,309,29277650,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,309,29277650,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,309,29277650,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,309,29277650,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,309,29277650,case_variant,surface,False,True,True,True,False
Mistral 7B,309,29277650,truncated_quote,surface,True,True,True,True,True
Mistral 7B,312,25757797,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,312,25757797,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,312,25757797,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,312,25757797,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,312,25757797,word_dropped,reject,False,True,True,True,False
Mistral 7B,312,25757797,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,312,25757797,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,312,25757797,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,312,25757797,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,312,25757797,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,312,25757797,case_variant,surface,False,True,True,True,False
Mistral 7B,312,25757797,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,312,25757797,truncated_quote,surface,True,True,True,True,True
Mistral 7B,314,32113043,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,314,32113043,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,314,32113043,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,314,32113043,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,314,32113043,word_dropped,reject,False,True,True,True,False
Mistral 7B,314,32113043,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,314,32113043,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,314,32113043,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,314,32113043,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,314,32113043,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,314,32113043,case_variant,surface,False,True,True,True,False
Mistral 7B,314,32113043,truncated_quote,surface,True,True,True,True,True
Mistral 7B,315,37505987,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,315,37505987,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,315,37505987,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,315,37505987,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,315,37505987,word_dropped,reject,False,True,True,True,False
Mistral 7B,315,37505987,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,315,37505987,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,315,37505987,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,315,37505987,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,315,37505987,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,315,37505987,case_variant,surface,False,True,True,True,False
Mistral 7B,315,37505987,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,315,37505987,truncated_quote,surface,True,True,True,True,True
Mistral 7B,316,25738502,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,316,25738502,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,316,25738502,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,316,25738502,direction_word_changed,reject,False,True,True,True,False
Mistral 7B,316,25738502,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,316,25738502,word_dropped,reject,False,True,True,True,False
Mistral 7B,316,25738502,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,316,25738502,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,316,25738502,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,316,25738502,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,316,25738502,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,316,25738502,case_variant,surface,False,True,True,True,False
Mistral 7B,316,25738502,truncated_quote,surface,True,True,True,True,True
Mistral 7B,319,27341655,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,319,27341655,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,319,27341655,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,319,27341655,number_changed,reject,False,True,True,True,False
Mistral 7B,319,27341655,direction_word_changed,reject,False,True,True,True,False
Mistral 7B,319,27341655,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,319,27341655,word_dropped,reject,False,True,True,True,False
Mistral 7B,319,27341655,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,319,27341655,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,319,27341655,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,319,27341655,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,319,27341655,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,319,27341655,case_variant,surface,False,True,True,True,False
Mistral 7B,319,27341655,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,319,27341655,truncated_quote,surface,True,True,True,True,True
Mistral 7B,320,33047425,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,320,33047425,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,320,33047425,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,320,33047425,number_changed,reject,False,True,True,True,False
Mistral 7B,320,33047425,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,320,33047425,word_dropped,reject,False,True,True,True,False
Mistral 7B,320,33047425,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,320,33047425,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,320,33047425,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,320,33047425,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,320,33047425,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,320,33047425,case_variant,surface,False,True,True,True,False
Mistral 7B,320,33047425,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,320,33047425,truncated_quote,surface,True,True,True,True,True
Mistral 7B,321,24746086,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,321,24746086,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,321,24746086,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,321,24746086,direction_word_changed,reject,False,True,True,True,False
Mistral 7B,321,24746086,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,321,24746086,word_dropped,reject,False,True,True,True,False
Mistral 7B,321,24746086,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,321,24746086,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,321,24746086,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,321,24746086,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,321,24746086,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,321,24746086,case_variant,surface,False,True,True,True,False
Mistral 7B,321,24746086,truncated_quote,surface,True,True,True,True,True
Mistral 7B,322,36963236,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,322,36963236,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,322,36963236,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,322,36963236,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,322,36963236,word_dropped,reject,False,True,True,True,False
Mistral 7B,322,36963236,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,322,36963236,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,322,36963236,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,322,36963236,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,322,36963236,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,322,36963236,case_variant,surface,False,True,True,True,False
Mistral 7B,322,36963236,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,322,36963236,truncated_quote,surface,True,True,True,True,True
Mistral 7B,325,30844604,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,325,30844604,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,325,30844604,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,325,30844604,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,325,30844604,word_dropped,reject,False,True,True,True,False
Mistral 7B,325,30844604,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,325,30844604,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,325,30844604,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,325,30844604,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,325,30844604,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,325,30844604,case_variant,surface,False,True,True,True,False
Mistral 7B,325,30844604,truncated_quote,surface,True,True,True,True,True
Mistral 7B,327,42146757,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,327,42146757,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,327,42146757,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,327,42146757,number_changed,reject,False,True,True,True,False
Mistral 7B,327,42146757,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,327,42146757,word_dropped,reject,False,True,True,True,False
Mistral 7B,327,42146757,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,327,42146757,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,327,42146757,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,327,42146757,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,327,42146757,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,327,42146757,case_variant,surface,False,True,True,True,False
Mistral 7B,327,42146757,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,327,42146757,truncated_quote,surface,True,True,True,True,True
Mistral 7B,328,31197580,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,328,31197580,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,328,31197580,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,328,31197580,direction_word_changed,reject,False,True,True,True,False
Mistral 7B,328,31197580,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,328,31197580,word_dropped,reject,False,True,True,True,False
Mistral 7B,328,31197580,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,328,31197580,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,328,31197580,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,328,31197580,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,328,31197580,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,328,31197580,case_variant,surface,False,True,True,True,False
Mistral 7B,328,31197580,truncated_quote,surface,True,True,True,True,True
Mistral 7B,329,40305882,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,329,40305882,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,329,40305882,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,329,40305882,number_changed,reject,False,True,True,True,False
Mistral 7B,329,40305882,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,329,40305882,word_dropped,reject,False,True,True,True,False
Mistral 7B,329,40305882,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,329,40305882,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,329,40305882,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,329,40305882,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,329,40305882,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,329,40305882,case_variant,surface,False,True,True,True,False
Mistral 7B,329,40305882,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,329,40305882,truncated_quote,surface,True,True,True,True,True
Mistral 7B,330,35831231,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,330,35831231,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,330,35831231,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,330,35831231,direction_word_changed,reject,False,True,True,True,False
Mistral 7B,330,35831231,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,330,35831231,word_dropped,reject,False,True,True,True,False
Mistral 7B,330,35831231,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,330,35831231,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,330,35831231,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,330,35831231,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,330,35831231,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,330,35831231,case_variant,surface,False,True,True,True,False
Mistral 7B,330,35831231,truncated_quote,surface,True,True,True,True,True
Mistral 7B,331,25237118,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,331,25237118,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,331,25237118,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,331,25237118,number_changed,reject,False,True,True,True,False
Mistral 7B,331,25237118,sentence_composed_two_abstracts,reject,False,True,True,True,False
Mistral 7B,331,25237118,word_dropped,reject,False,True,True,True,False
Mistral 7B,331,25237118,schema_missing_field,reject,False,False,True,True,True
Mistral 7B,331,25237118,schema_strength_out_of_range,reject,False,False,True,True,True
Mistral 7B,331,25237118,whitespace_variant,retain,True,True,True,True,True
Mistral 7B,331,25237118,nbsp_variant,retain,True,True,True,True,True
Mistral 7B,331,25237118,trailing_period_removed,retain,True,True,True,True,True
Mistral 7B,331,25237118,case_variant,surface,False,True,True,True,False
Mistral 7B,331,25237118,unicode_dash_quote_variant,surface,False,True,True,True,False
Mistral 7B,331,25237118,truncated_quote,surface,True,True,True,True,True
Mistral 7B,332,26582309,wrong_pmid_in_corpus,reject,False,True,True,True,False
Mistral 7B,332,26582309,wrong_pmid_not_in_corpus,reject,False,True,False,True,False
Mistral 7B,332,26582309,sentence_from_other_pmid,reject,False,True,True,True,False
Mistral 7B,332,26582309,direction_word_changed,reject,False,True,True,True,False
